ratings,rev_head,revs
1.0,"Misleading description - Windows 10, NOT Win7","Physical condition is great; however, I specifically ordered a Windows 7 - this was 10.  Does no one at Seller side read their own description and the product they're supposed to be selling/delivering?  Besides misleading description, highly annoyed at having to make a trip to courier to return this."
1.0,This is not a windows 7 pro. I bought ...,This is not a windows 7 pro.  I bought it to work with a medical equipment that requires windows 7 ; now have to drive to a UPS to return it. THis is a windows 10 home edition.
1.0,"This is NOT windows 7, it is windows 10 ...","This is NOT windows 7, it is windows 10.  The purchase of windows 7 OEM should be included in this deal.  The description of this computer is incorrect."
3.0,"2nd laptop worked great, even though it was also ordered with windows ...","First laptop had a non functional battery and had windows 10 installed even though the laptop was ordered with windows 7.  2nd laptop worked great, even though it was also ordered with windows 7."
2.0,I ordered this specifically because it was supposed to have ...,I ordered this specifically because it was supposed to have Windows 7 Pro. It came with Windows 10. The label on the machine said Windows 10. The battery is tired and the machine is slow. I'm returning this and now I have to wait another x amount of days for another machine.
5.0,Even though it's refurbished it's a very nice machine and we aren't having any issues so far,I purchased this laptop for my son. He spends most of the day and night on his computer. It's fast enough for his games and has enough storage for his artwork. Even though it's refurbished it's a very nice machine and we aren't having any issues so far.
1.0,"not W7 which would normally be a good upgrade, but I specifically needed W7 to run ...","This came with W10, not W7 which would normally be a good upgrade, but I specifically needed W7 to run windows mobile device center. It also still had a user account on it with a password, so I'm guessing it has not been refurbished and I would have had to reformat just to get started to get around the password"
5.0,Nice laptop at good price,"I received it very quickly after ordering, it was packaged very well and completely undamaged. The laptop runs smoothly and setup was super easy. I'm very happy with my purchase."
2.0,Two Stars,lacked dvd slot
5.0,Nice laptop for the price and great customer service so far,Had a problem with the comp fizzing out and in a few times..otherwise perfect comp..called & e-mailed dealer..excellent customer service keeping in touch on status of a replacement or fixing the problem on the existing one.. Beautiful condition..not a scratch!  Great deal .  Looking forward to using it.
5.0,Five Stars,I did not purchase this item
4.0,I was looking for an affordable laptop that I can ...,I was looking for an affordable laptop that I can use at home.
4.0,but product seem to be of good quality. we still like it to,after a couple months had to replace keyboard. but product seem to be of good quality. we still like it to date
1.0,and dirty.,came with a wrong charger. the notebook doesn't turn on. and dirty.
3.0,Three Stars,GOOD overall 2 stars down for inaccurate description.  I will return
5.0,wow I core 5 power slick metal finish business laptop for the price is well worth it. another winner from amazon,thanks amazon for a great price on a really powerfull light and well built laptop. i core 5 power great screen slick metal finish good memory gonna be using this alot this summer.
3.0,Worked for almost 2 years.,Worked for almost 2 years.
1.0,Don’t buy,Came with windows 10. Product clearly says 7! Screen resolution also poor. Disappointed
5.0,... laptop i bought a couple of year ago work perfect,this laptop i bought a couple of year ago work perfect
4.0,I ordered 10 of these and overall they are great laptops. I had a couple minor issues,"I ordered 10 of these and overall they are great laptops. I had a couple minor issues, but they sent me the parts I needed right away. The only thing I would say was a little misleading is that the photo shows the version with a fingerprint scanner. Out of all 10, only 3 of them had that feature."
5.0,A reliable product and company,Great product! Great deal!
4.0,"Great product, why buy new when you can quality refurbished at a fraction of the price.",We have had this laptop for just about a month now. So far we have been very satisfied with our purchase. The laptop came completely cleaned of programs and proper start up instructions. The only reason for not the 5 star rating is on occasion the screen flicker for a few seconds. I have been researching what could be causing this issue but it is minimum so for our use it doesn't bother much. We use this laptop for our middle school aged child to do their homework and we also have a large music mixer program installed. Plenty of room on this unit.
5.0,Five Stars,Excellent value for the price!! Laptop working very well. Condition is excellent!! Highly recommended.
4.0,Haven't really taken for a serious test drive but is super fast and a lot sturdier than what is on ...,Everything seems as advertised. Haven't really taken for a serious test drive but is super fast and a lot sturdier than what is on the market today.
2.0,Two Stars,the web cam did not work  no os install
1.0,Explanation,Returned. Very old stuff not as advertised
4.0,Great Laptop,great laptop for the money . fast built well great keyboard. only thing is mine came without a webcam but ill buy an external webcam ...
5.0,Really Good Buy,Just like new.  No issues no in 6 months.  Very happy overall and saved a ton of money.
1.0,i hate it microsolf 7 does not contain the usual programs ...,i hate it  microsolf 7 does not contain the usual programs like games.  i wish i never bought it.  it's slow.  i have a hard time opening the cd drive.  i thought a hp would be a good computer.
5.0,great product!,bought this for someone else and are they happy!!
1.0,Not what's advertised,"Was suppose to be Windows 7, came in as Windows 10 which is completely useless to me.  My fault for not opening it past the return deadline"
1.0,Not refurbished well enough,Stopped working after one day. Wouldn’t charge. Sending back.
2.0,Wrong specification delivered,"Item was advertised as Windows 7 Pro, but item delivered was Windows 10 which I dislike"
5.0,Five Stars,Workhorse with amazing price. 10/10 would 1337 again.
1.0,Horrible item. Avoid purchase.,I returned this product. It's so horrible i don't know where to begin. If i could give it zero stars I would.
3.0,"Good software, no so good hadware","The sofware work fine, but esthetics doesnt look so good. The shell of the lap present some dents, scratchs and the locks of the screen dont close well"
5.0,"Very nice, looks great with absolutely no issues at all","Very nice, looks great with absolutely no issues at all!!"
5.0,I am so much in love with it,This refurbished computer works just the same as a brand new one. I am so much in love with it. I even upgraded it to windows 10.
5.0,My wife loves it,"easy to use, compact, reliable.  A good buy."
3.0,Three Stars,Came with a dead battery. Really? Did not mention that in the condition of the item.
5.0,Five Stars,article returned to amazon - advertised as have windows 7 - came with windows 10
5.0,Not what I expected,"I am returning this item as it was advertised as having Windows 7.  In reality, it had Windows 10.  Crazy."
5.0,100% Satisfied with my purchase,Works and looks better than expected for a refurbished notebook also the battery works for 2.5 to 3 hours --100% satisfied
1.0,only turned on three times,heavy and bulky. I used it three times for school work and it stopped turning on after that. returning.
4.0,Awesome purchase after I returned another amazon laptop,Pros
2.0,Very disappointed.,"It was advertised as having Windows 7 on it, which is why I bought it.  It came with Windows 10.  Very disappointed."
5.0,fine replacement,I used this laptop to replace an identical model for a client. Worked great.
4.0,Four Stars,Laptop started out great but now the screen glitches no other problems
1.0,Came with incorrect software and hardware.,"I have ordered the hp with windows 7. The description clearly said windows 7. Then I got the computer with windows XP. I was ok with it if the computer worked properly. The computer printer software download keeps failing. I kept downloading zebra 500 printer software but the download will not take place. HP 1020 printer should be plug and play. Unfortunately, the computer did not work as plug and play. I had to manually download the printer software. I was ok with it. Then after the printer driver, I had to manually feed each page of paper to print otherwise printer would not work. you might say there was printer error. But I am not using the same printer with my different HP Computer and it is working."
4.0,K.I.S.S....Keep It Simple,Enough memory for general surfing and email.  Nothing special for me which I like
5.0,Five Stars,Was exactly what I ordered and like it a lot
2.0,Disappointed,"Not what I expected. Very disappointed with performance.  The refurbished HP EliteBook is like my old grandmother, slow & dithery. Very slow response & difficulty with multitasking demands.  Keyboard issues also give this model an overall poor rating "
4.0,Four Stars,Pleased with both the performance and price of the computer.
1.0,DONT WORK,Problem with the hard disk 😭😭
5.0,Five Stars,"love it, order two to give away"
5.0,Five Stars,All OK
5.0,great laptop,this is by far my favorite laptop ever purchased. its very reliable for its price. the only  thing i dont like is its got a really loud fan. and the vents tend to get really hot.  do not leave this device on the charger
4.0,Great Once I Was Able To Set It Up,Once I got it set up the computer seems to be doing great.  I did have an issue to start with because I didn't receive an activation code for the Windows software.  There was a sheet telling me about it and where to find it except they told me where to find it for a Desktop computer.  The Key was not on any box or the computer.  I ultimately found a way around it; I just did a system restore that reloaded the windows program and I didn't get asked for  an activation code when I was done.  Thank goodness.  Once that problem was solved the computer became a great deal.
5.0,"Great value, great computer","Excellent.  I did initially have a slight issue with screen flicker, but simply reset the screen refresh rate to 40 megahertz and haven't had a problem since.  Great value, and powerful enough for my needs.  Plus, it's pretty cool looking -- and it looks brand new. Couldn't be happier."
1.0,Looked Good Had Problem,Sent back had problem.looked good just got a defective one
1.0,Piece of Junk,I had to send it back after 2 weeks because the screen went black!
5.0,HP WINDOWS 7 Laptop,Thanks for a great computer at a great price.
5.0,Five Stars,Sorry haven't gotten started.
4.0,Four Stars,"It is not what I expected, but it works ok. I do not use it very much!"
