ratings,rev_head,revs
3.0,'Beware the Bloatware' ... Good laptop -- after Win 10 re-fresh and a 'de-crap',"The seller did everything very well (5 out of 5 stars). Amazon was prompt in delivering this computer (5 out of 5 stars). But ""Bloatware"" loaded by Dell was a pain (1 out of 5 stars)"
5.0,Five Stars,needed the lighted keyboard
5.0,Good bang for the buck!,Nice laptop for the price.  Very fast processor and good features.  Highly recommend!
5.0,I like it,"I've used my new computer for about four months and have not had any major problems.  Good quality for the price especially since I use it mainly for business, accounting, word processing and low speed recreation like streaming movies, music, and photos."
1.0,BATTERY SUCKS,"The product itself wasn’t too bad, the screen is nice and everything. It’s a little slow but it runs videos well. The only problem is the battery. It’s like 2 hours if you have more then one program open, which is ridiculous. Not worth 600 bucks."
4.0,"Good machine, too much bloatware.","The machine is performing as expected so far.  However, there is too much bloatware which takes time to remove.  Especially annoying is a program called SmartByte which, as I understand, is to throttle internet speeds.  I would like to know if this is accurate and if so why Dell would include such a program.  In task manager it's found under services and can be stopped.  Curious."
5.0,1920 resolution  dell  lap top,I'm very happy with the purchase of this lap top. It was important to me to find the right size resolution. this lap top is everything I was looking for
5.0,wonderfull,I was very satisfied with this laptop.
5.0,Can't go wrong with Dell,As advertised.
1.0,wouldn't boot up,Wouldn't boot after charging.  Amazon tech support was great - instant reach out to my issue.  We decided it needed to be returned and waiting for a refund
3.0,Works well good value.,"Works well although it appears to be slower then the Dell Inspiron 3520 that I replaced.  I bought this because I needed a back lite key board.  And it works well.  I have 12 GB of ram, and 1 TB of storage space.  It has everything I need."
4.0,Good quality,Works well I use it for automotive diagnostics I will update if things change
4.0,Great for the money,Great for money one of the best computers I have ever purchased
5.0,Best price,"Definitely happy, the money invested was worth it. Best price for the characteristics that it has. The bad thing is that it heats a little and weighs a little more than normal but considering the cost, it has been a great purchase."
5.0,Computer,Really nice computer really like it a lot! Sound not as good as wanted but you can buy speakers but still good value for the money!
5.0,"Fast, large memory and comfortable to use.","Fast, large memory and comfortable to use. Perfect for its price!"
1.0,damaged product,"The laptop had a very loud sound when it was turned on for the first time, the screen turns gray once it is on and does not work"
5.0,nic e machine . great price,gtrat machine hja every7thimg for a great price.  could use an instruction bnook.
5.0,Excelente inversión,Me encanta el alto rendimiento que tiene este equipo. Lo recomiendo!
1.0,Don’t buy!,This laptop sucks. Very slow. Bought it 2 months ago and got black screen of death for an hour tonight. Tried to return but Amazon won’t let me.
5.0,Overall a great laptop with the best of features for the price.,The backlit keyboard was a must for me making it a better for a going blind person. As a retired Computer Simulation Interactor for the U.S. Army Dell was the top of the line brand at my old job.
3.0,Ok,Needed computer wish it had things I’m use to
4.0,Great speed,Have not had any problems with Setup or getting use to the Touch Screen
5.0,Excellent buy for the price,Bought it for my son who’s in to make music.. He loves everything about it..
4.0,great performance,Everyday use it does well.
5.0,Overall options & price,Great computer for your basic needs plus several options that make this computer a really great deal for the price..
4.0,Great,Came without a power cord and battery had to purchase it separately was a bit of a hassle
