ratings,rev_head,revs
1.0,I Have To Send It Back,"I just got this computer the first week of July. It worked great.....until July 10th when Windows 10 did an update (Patchwork Tuesday!!!). The next day, my computer would start up but my background was blank. I was unable to go on any of my programs or even use the startup menu to shut the computer off properly or restart it. It was basically frozen. I had to do control- alt- delete at least 4 or 5 times for it to start up normally. I called Amazon customer service while in the middle of frozen screen nightmare and they agreed to let me send the computer back. She also asked me if I called HP about issue. After that call, I called HP customer service to get more answers about why my NEW COMPUTER would blank out due to a Windows 10 update. He agreed that it was probably the Windows Update that froze my computer then he said HP could look at the computer for $49 for the first month and $14 for additional months. I just paid for a year of McAfee, Office and a new computer (close to $800) and I was not going to put out another $49 for HP to tell me what I already know that a Windows 10 update froze my computer. I explained that to the rep. Then he did a 360 and said well we can't blame Windows and there could be another problem. He couldn't answer why a brand new HP device should have any other problems that would cause a blank screen and freezing. ( I guess you need to pay HP $49  for that answer) I don't know who I am angrier with HP customer service or Windows 10 updates. A brand new device should not freeze after a Windows 10 update!"
5.0,Five Stars,it has everything i want in a computer
5.0,Perfect,"Glad we bought this laptop.  Received it very quickly after purchase, and it has worked flawlessly."
5.0,Buy it,Great pic well worth the money
5.0,Nothing if you want a low cost computer,Great low cost computer
1.0,Ultra SLOW Computer,This computer is ULTRA SLOW. A huge disappointment. It takes forever to do simple tasks.  I have given up working on it & just use my cell phone to look up things because the cellphone is much faster.  Now have to purchase another computer all over again. What a waste of money! DO NOT BUY THIS COMPUTER- IF YOU DO - YOU WILL BE SORRY!
5.0,"Great computer, very pleased.","This is a great computer, everything as described and I am very happy with it. Have not needed tech support so cannot comment on that."
4.0,Great Laptop,This is a great laptop! The touch screen is a nice option. The only reason i would not give it 5 stars is i wish the battery life was a bit better. Overall a great purchase though.
4.0,Well work the price - simple criticisms,Great machine.  My only complaints are no caps-on or nums-on light and the F keys can only be accessed with the function key.
4.0,Light & slim,Still trying to figure out how to get the keyboard light to work.
5.0,Great product!,"Very easy to use. I love HP brand. The only thing I would say is that I ordered Black, but received Grey in color. I was really looking forward to the black one."
5.0,Great product for the money.,Love it!  Better than we expected.
5.0,Five Stars,Fantastic lap top.
5.0,N/a,reasonable cost for PC replacement and on time delivery
4.0,Four Stars,Very nice. More than I expected. The touch screen is really cool too. Quite powerful.
4.0,Slow but works,Works but it’s just slow for a new pc
5.0,Buena computadora,Excelente
3.0,Touch screen works freat,Did not have the right BIOS settings. Had to reload windows and set up myself.
2.0,Two Stars,The computer arrived with another person's login account already on it.
3.0,Not sure what to say.,Soon after I received the laptop the message came up to update the computer. Afterwards I've haven't been able too open up the computer to use it. So it sits on the table looking pretty.
2.0,Quality,For $600 It's not the best quality
5.0,Great Value,"I have owned several HP products over the years, and have been very pleased with their performance.  Further, any issues have always been handled promptly by HP.  I am using the laptop with a Jotto Desk within my motorcoach, and it is perfect"
5.0,Awesome laptop,Awesome laptop.  Easy setup. Great price!
4.0,Thanks,Thanks
5.0,Five Stars,Love the new laptop. Easy to set up and us. Good quality screen.
5.0,Perfect size for traveling,A very good product
5.0,Nice,Girls At shop likes it
5.0,It works,Easy to get started and set up.  I did not receive the printer ink that I ordered
1.0,Unreliable,The laptop broke on the fifth month.
5.0,Good computer for the money.,Like the computer...using as Home/School computer.
5.0,Great product and value,After having an older laptop die on me and needing a replacement quickly for my business this one is a dream.
