ratings,rev_head,revs
4.0,Bien por el precio,Buen desempeño por el precio. El ventilador hace un poco de ruido. El espacio del disco duro un poco limitado. Y no es adecuada para procesos de edición complejos. En general muy bien
5.0,Excellent Product for the Price,I bought this product for my wife and she is happy with the laptop.
5.0,For 400 dollars it will suffice.,"A Very mediocre machine, you are paying 400 dollars for it. I bought it for my niece for school. No gaming, no advanced editing or engineering work. Streaming online, writting essays/ powerpoint, and watching movies is what this laptop will be good for. I understood this going in, so please don't expect a supercomputer."
5.0,Great value,"I love the look, size and feel of my new HP. It is super fast with the solid state hard drive. It shipped fast and arrived un damaged. Would recommend for the price point and quality computer that you can throw in a bag and go."
5.0,Buy it!,"Just what we needed it. We shopped around and decided on this one, and so happy we did. We travel a lot, that's we need a lightweight laptop. And this one has it all. Buy it!"
5.0,Great laptop for the price!,"I bought this laptop for my wife for basic needs.  She loves the size and weight of the laptop.  It performs well so far, no issues."
5.0,Great upgrade.,"I use this laptop as a platform that runs to a hub.  The hub operates two monitors, two printers, a backup external drive and a host of other items.  It's fast and efficient.  Plus if I want to unplug to take it with me, it is so portable.  Cool."
4.0,Perfectly Affordable Performance,"Start up is wonderfully fast even with the large amount of easy-to-remove bloatware that came pre-installed. I’ve written several papers on this laptop now and haven’t had any problems. The machine performs exactly as I expected. If I had to pick one negative, it would be wishing that the keyboard were backlit and had a numeric keypad. But alas, I went for a more affordable model and am happier for the money I saved making that choice."
5.0,Great value!,"Bought this for work; I need it for MS-Word, excel, and gmail. The keyboard is fantastic; great key action, not mushy like so many other laptop keyboards. Boots up super fast b/c of the SSD. Runs cool. It's very lightweight and thin. Battery life is average. I'm extremely pleased with this purchase."
5.0,Worth the purchase,"I had to purchase this laptop more out of haste because my previous laptop had complications, but I can say I'm actually quite happy with this one. It worked as expected for me and has a quick running speed for the applications I need as a university student. The smaller size makes it much lighter and easier to carry around in a smaller backpack, which is helpful when you have to walk around and switch to different parts of campus nearly every day. So far there hasn't been any major issues that would have made me give a lower rating, so sverall I'd say that the purchase was 100% worth it and I got the product as expected."
4.0,Quick and light weight,Bought this for a Christmas gift.  It arrived in 24 hours... geez fast!  Daughter loved the speed and how light it was.
5.0,Really great computer for school work,This computer is a lightweight computer. It runs very well. The keyboard is easy to type on. It does not have a VGA port and only has one HDMI port. Very happy with it. Came pre-installed with a bunch of software that took time to delete.
5.0,Sleek,"So far no problems, I thought it came with Microsoft office but it was just a trial. However I am happy with the laptop"
5.0,Nice Notebook for Travel and Desk,"Quick ship. Nice notebook. Hate Win10 and Apps, but use Win7 desktop and menu converter. Screen didn’t seem sharp, but appears to have self adjusted. Besides Win10, very happy."
5.0,Fast and reliable,"SSD makes start up and work fast and easy.  Light, portable and functional.  Great laptop."
5.0,I love it !,"My old Hp laptop went out and I'm a college student so I needed something right away .  This laptop came and it is so lightweight and sleek and feels so good. I love it, the design is good, the keyboard has a wonderful feel to it. I would definitely recommend this to anyone who needs a laptop in a pinch. This is such an upgrade from my previous laptop and I love it !!"
5.0,Excellent laptop for the money.,"Best feature is that with a 14"" display it's not as big and bulky as the more common 16"" laptops, but still a good size keyboard and overall features. Shines compared to the new large cell phones on the low end and the big and bulkier laptops above it. Very convenient and highly recommended."
4.0,Basic laptop,Smaller laptop. Dislike not being able to scroll up or down on the touch pad. Dislike not having the number pad on the left. Memory isn't that large. Basic computer
5.0,"Works well, fast, value","I used the computer once following set up. It seems to work well. I was looking for a specific system, combining a i3 processor, SSD drive (128 Go in this case) and 8Go of RAM. Set up was easy, all done using voice activated system. If the computer continues working as is, I will be very happy with my $404 purchase."
5.0,Easy to Use,Nice screen quality and easy to use!
5.0,Nice machine for the price,"Laptop is great for the purpose for which I purchased it. Starts up quickly. Battery life seems adequate so far. Don't set your expectations high on screen quality with this machine. Resolution makes a difference, so just keep this in mind when evaluating your options.  Overall, nice machine for the price."
4.0,Very good laptop for the money,Very good laptop for the money. For just surfing and basic activities this is a reasonable one.
5.0,Great!,"I have not had problems with the laptop, it works well. And I like it also because it is light, it has everything necessary and its aesthetic is very beautiful."
4.0,Bive,Good computer
5.0,"que llegue lo que uno encargo, entiempo y forma","todo perfecto, llego lo que encargue a tiempo ."
2.0,Tiny.,"I knew a 14"" laptop was going to be small, but dang. Wasn't prepared for how small the screen and the keyboard would be."
5.0,Definitely wroth the price!!!,If your looking for a laptop that’s not a Mac book with a good price this is the one. I purchased laptops from amazon and after a couple weeks it stopped working but with this laptop it’s  light weight brand new you and I had no problems so far so good you won’t regret it.
1.0,Screen does not work!! *do not purchase*,Worst laptop I ever owned... have had it for less than two weeks and the screen won’t work... have been trying to trouble shoot for a few days and nothing works ... lots of money down the drain
5.0,Excellent experience,Product arrived on time and exactly as described. Competitively priced too!
5.0,Love it!,Purchased HP to replace one that was having issues with and I am Really pleased with. I am really happy with this HP laptop.
3.0,The 128GB M.2 is not upgradeable to larger SSD because the HDD cable/adapter is not available,"It's a decent budget laptop but I've only used it for a few days. My big disappointment is that the hard drive cable (part # L23187-001) is not currently available so I don't see a way to upgrade the M.2 to a higher-capacity ""regular"" and more affordable SSD."
5.0,Perfect,Purchased as a gift for my wife to replace her old slow laptop. She loves it. Good value
5.0,Buen tamaño para trabajar con ella. Llegó antes de tiempo,Llegó antes de tiempo . Aún no la he usado. No trae el programa de office 365 solo trial y comprar luego.
4.0,Thank u,Good Item for Price
5.0,Good computer,School & work. Good speed. Works well . Idk anything about gaming but my kid says it works for fortnite 🤷
5.0,Good value for your money,Great pc. Great value for your money. Very happy with my purchase.
5.0,Good laptop,Value for money
5.0,"Great laptop, great price,","This laptop works perfect, no issues."
5.0,Glad I brought it.,Great product. The thank you note was a nice touch too.
5.0,Light & quick,So light and fast bootup. Quite happy.
1.0,PRODUCT WAS RECEIVED NOT OPERATING,LAPTOP WAS RECEIVED AND DOESNT TURN ON... COMPLETED FAIL
4.0,Very good product for the price,Everything about this computer is perfect. I know that for the price tag you can't expect too much from the screen but I believe it could've been better. It does not look great at all.
5.0,Great laptop,Very pleased
5.0,She loves it.,It was a gift for my sister and she really loves it. Not the best laptop but good quality for the price.
5.0,Great student laptop,"My daughter loves it... great functionality, perfect for students.."
5.0,Solid Laptop for the Price,"For basic browsing or academic work, this is the perfect laptop. It has a great startup time, big keys, and a nice thin look so it's easy to carry."
4.0,On time and excellent price,The systems showed up when they said they would and the price was excellent and the product was what it was supposed to be.  No complaints at all
5.0,A good student chrome book,My son love it.
5.0,Home office,Easy set up for a novice
5.0,Clean and simple design packing great smooth operating system.,"100% satisfied. Solid laptop, with all you need and more for daily use."
5.0,Great product and fast shipping,Was a gift to a family member. Great product.
5.0,Smile ;),already liking it
5.0,I love it,"It is a very good cheap, light, and fast laptop. It is very suitable for my kind of work. I just recommend it."
4.0,Great price,I have truly enjoyed this lab top.  Great deal for price.
5.0,great product for what amount paid!,Has been a great laptop so far! I have zero complaints about this laptop. its a must if youre tight on cash.
2.0,Missleading product details.,The product details say this has a 1TB hdd with a 128 ssd. The laptop only contained the ssd.
5.0,Good Value,"Looks really impressive, and very good value for money at this price point."
5.0,Good for every day use,"No touch screen, basic laptop for every day use"
