ratings,rev_head,revs
5.0,Excellent- Great Price,Excellent laptop for basic needs  Excellent price and beautifully large screen.
5.0,very fast,Paid $10 more than the original Acer  Chromebook I bought years ago.  10 times better.
1.0,Slow as Molasses!,This notebook is sooooo slow to load web pages -- it is virtually worthless!  What a waste of money.  I do not understand all the positive reviews.  Shame on amazon for recommending it!!! Junk...
5.0,Worth it,Good laptop  it is lightweight
5.0,Kids loved them.,This was the deal for the money I could find for chrome books for our kids. They live the large screen. Only drawback with chrome books is they are almost impossible to protect from inappropriate sites for kids.
5.0,works great,Have had it about a week and love it.  Simple to set up and am enjoying the larger screen.  I am rough on things so bought a key pad protector and a pearl cover.  Like all of them
5.0,Great laptop chrome book.,"This is a great chrome book, I love the fact it is portable."
3.0,"Good, Not Great","We purchased this for my daughter so she could write. It works perfectly fine. However, It does feel like cheap plastic. And the mouse you have to hit hard for it to realize you are trying to double click on it. That being said, you can't beat the price."
5.0,Wonderful product,Bought this computer with the hope it would be faster and easy to use.  This product provides everything I wanted in a computer...  Definitley would recommend this product............
5.0,Love,Love it
4.0,The best budget laptop,I LOVE this computer. It's so fast and does exactly what I need and the screen is huge. Not the BEST quality screen or sound but for $200 I am so in love. Way better than my HP Inspiron I bought. A few years ago for more money. There's no freezing or lagging.
1.0,"Useless, product should be taken off the market.","Turn it on and it shuts off immediately, and repeatedly. Unable to use and after some research I found this seems to be a common problem."
5.0,5 stars,Soon far so good
2.0,It not practical,It not useful to me since I can’t find a alternative app to publisher to run on android systems
5.0,Good buy,Very affordable and great for avg use
5.0,User friendly,Bought to work from home. User friendly. Gets the job done. Can't go wrong for the price.
5.0,Great buy,Not purchased for gaming so dont know if it's good for that. Great for everything else
5.0,Love it!,Love it! Great for the price.
4.0,It’s is with buying,Move info the Pointer by finger is not easy. To jumpy other then that it’s a good buy
5.0,Excellent price and Battery life,"I use this for work on the go.  Excellent price, battery life and function."
1.0,Do not buy wifi does not work,I’m warning you do not buy I just got it and wifi does not work I’m being 100% honest  it was working perfectly fine  When I first got it but a couple of hours later it wouldn’t even connect to the wifi
5.0,Great product,I love it! Great value!
5.0,Perfect size for us.,We love this chromebook!
4.0,Great Chromebook,I use this just for surfing mostly. I love the ease of use. Easy to set up. There is no disc drive but I rarely used it on my last computer.Battery life is great. Lots of apps and extensions to add.
5.0,Works very well,Item arrived as promised . My son connected it up and every thing works perfect. My wife is very pleased with it and we didn't to pay they high price for a full computer. Works well for our needs.
5.0,Happy with this acquisition.,Great option in the product.
4.0,Good for light use,"This laptop is used for getting on the internet,and light computer use. No gaming  or business use. It works well for these purposes"
5.0,Good sized screen,"I liked the large screen, being used for private entertainment oand informational activities"
2.0,Backspace key stopped working already. Just bought it in March,I loved it till the backspace key took a crap!
5.0,Great quality,"Ready to go,  good quality,  reasonable price"
5.0,Chromebooks are quick boot ups and perfect for web surfing,The best way to surf the web.  Quick and easy.
5.0,Go ahead and buy it,Perfect computer for my simple. Needs
4.0,Works well.,"So far so good, it works well."
1.0,slow,very slow from day 1 would never buy again
4.0,Good deal,Like it still learning
5.0,its ok but,its great if you dont need cd drive  or dvd player
5.0,good value,I am pleased with this laptop.
5.0,Very pleased 🙂,It's fast and meets my needs.  The sound quality is good. The size seems to be just right too. I would recommend this Chrome Book.
4.0,Good basic unit for new user,Good quality and value
3.0,Pleased but a little heavy,A bit heavier than I wanted but seems to work well.
1.0,Don't waste your money,Too many games will not run on this machine. This laptop is NOT like having an Android phone with a bigger screen.
4.0,Solid for browsing and Netflix,Solid for browsing and Netflix. I have no complaints.
4.0,Pretty good buy so far,Havent had this chromebook very long. Easy set up and my daughter seems happy with it. Compared to her old one it seems kind of cheaply made but time will tell.  Happy so far.
3.0,Read Carefully,"Did not realize that I was buying a tablet, not easy to use Microsoft Products, have ti play games to use Office Suite, whatsapp does not work, TV sound and picture loose synchronization"
4.0,Just not my vibe,"I didn't like this guy, so I sent him back"
5.0,Winner!!!,Great light weihjt and fast laptop
5.0,"Fast computer, love it","Nice picture quality, fast, love it."
5.0,Awesome,"Great computer, use it everyday"
5.0,Exactly what I ordered,All good
5.0,Great but,Great for my high school student
5.0,Good Deal,Faster than the Windows machine it replaced.  $208 is a good price for everything I need in a computer.
2.0,Acer Chromebook,I am a little older so it is very hard to see the keyboard letter.  It needs larger more visible letters.
5.0,Great value for a student laptop,"So far so good!  I bought 2 of these chrome books for my teenage daughters for Christmas and they are a huge hit. If they hold up and perform thus well for the next ~18 months, they will be well worth the low price."
5.0,Nice for the price.,Nice for the price.
5.0,Good,Great value
5.0,"Fast, light,  easy to use.","This is a great little web-surfer. Picked it up for my mother-in-law and she loves it. The battery life is AWESOME, too!"
5.0,Image quality and battery life.,"Really like the size of screen, and weight of unit."
5.0,Best ever so far,"Got it Friday, charged it up and have been using it for two days and srill have over 50% of the battery left. Could not do that with a pc. Love my Chromebook"
5.0,My son was very happy with my Christmas gift to my granddaughter!,Great for my granddaughter!! She loved it!!!!
2.0,Would not recommend.,The screen is awful. Movies are terrible to watch.
4.0,Good price on a general purposed laptop,"Great laptop for general purpose tasks like homework or video streaming. Not for extreme gaming, but will run flash games well. Used mine for note taking and homework assignments, great battery life."
5.0,Great peoduct,Perfect exactly what I needed
5.0,Very good,Not bad at all. Like it very much.
3.0,Hard to get downloads of any real use!!,Very cheaply done programming. Good luck downloading any programs to it and forget office necessary or college necessary or compatible programs!!
4.0,nice laptop,"this laptop is light, thin and has a big enough screen to watch prime movies. the only down flaw is that it did not come with the right and left keys to correct my miss spelling of words."
4.0,tHIS IS NOT A COMPUTER,"mOSTLY FOR EMAILS AND bOOK bUB,"
3.0,It like reg laptops,Great condition but No cd rom and acts like a huge phone instead of computer. Play store. Everything is apps this or that.
5.0,Good value,Good for my work
1.0,Wifi doesn't work.,"WiFi stopped working after a week, likely due to a faulty WiFi card.  There are many reviews on internet with the same problem."
3.0,Keeps shutdown off,"When working on it, the system would keep shutting off even when power was connected and battery was fully charged.  Return it and got money back."
5.0,Love it,Absolutely love this Chromebook. I bought one for my daughter couple of months ago and she loves it. I needed something simple and easy to use. This definitely did that.
4.0,Speedy !,Shipped and received quickly. Arrived intact and so far I'm very happy with it. It's a lot faster than my old HP.
5.0,why isn't it working well ?,"the screen quaulity , & gameing install works well !"
