ratings,rev_head,revs
4.0,Bang for Buck,"I bought this laptop to use for school work which is about all that I needed it for. The laptop is light making it bearable to carry around for class or to work to be able to type up the paper or do research needed. The internet speed is relevant to other laptops as there isn't delay time and waiting for the browser to load. A nice feature was that it came with Microsoft Office for one year which is helpful to the pocket for those that are using this laptop for that reason. I would recommend using a flash drive or external memory device to store any work that you are saving, unless you are using a cloud option.  Battery life is relatively good as I can use it all day without it being a problem and it charges pretty quick as well. The overall quality for the price of this laptop makes it worth it."
5.0,Bought 3x. Perfect for Microsoft Office and light internet use!,"$160 is all this cost me and it works great for basic productivity applications. With this little guy I'm able to prepare PowerPoint presentations for work, analyze data in Excel, write in Word, smoothly remote to my main workstation via TeamViewer, and browse in Chrome. I'm even able to stream 720p video just fine. I could also run Octave and do some basic image processing (which really surprised me)."
5.0,Very satisfied,"Perfect for taking to class with me, lightweight, easy to set up and comes with Microsoft office free for a year. Very satisfied."
2.0,LOVED until it stopped working,We LOVED this tiny affordable computer until in less than 3 months it stopped connecting to the internet for no reason.  Working with customer service is very hard.  They talked me in to a payment plan that cost more than the computer (but gives service to ALL my computers for 1 year).  Then when I got thru to them (after many hours of round and round) it was determined it couldn't be fixed and we had to send the computer back to HP to be replaced.  We haven't gotten them replacement computer back yet.  (VERY happy they agreed to replace it!!! )
1.0,Returned,Froze twice within first six hours of use. Spent an hour on the phone with HP both times. Back in the box for return.
1.0,Useless!,"Couldn’t even get this to run. Correction, it ran through the set up but I wasn’t able to use the Internet. I could search on google but couldn’t access any websites. Possibly because of windows 10. Not sure. Yes, I shut everything down and rebooted. All my other devices were able to connect to WiFi.  HP support was AWFUL! They kept telling me nothing was wrong with the laptop.  I told them couldn’t get online to turbo tax and rep at HP said “well I am able to get on the website so you should be able to get on the website.” Dumbest thing I ever heard, he’s on an entirely different computer. Needless to say, after 90 minutes on the phone with HP, they were not able to solve the issue or getting the laptop to work so I returned it. Very frustrating experience. Amazon allowed me to return with no hassle. In fact, UPS came to my door with the return label."
4.0,Small but mighty,"As of now this laptop does it job to browse the internet, check emails, and do a little shopping online lol"
3.0,NO Office 365 Included,"The laptop was sent out to me within two days of ordering it. It came neatly packaged in all original HP packaging. What really annoyed me is that they advertised that a 1-year free personal subscription to Office 365 is included and when I set-up the product I noticed that it is not pre-loaded. I contacted the seller and they let me know I had to register the product with the manufacturer, and they would send me an activation code. I registered my product and had a two-hour remote-controlled service on my PC with and HP representative; he then let me know that the subscription is not included in the normal sale of the product. Long story short, I do not have access to Office 365, false advertising and very frustrating. Two hours wasted on trying to get something that wasn't included in the first place. Very upset with this."
5.0,So far wonderful!,"Most important thing: this is the most cooperative keyboard that I have ever used and I have used computers since the 1980's. Typing on this is wonderful. Setup was a little difficult because I already had a Microsoft Office subscription on my other two computers, so I had choices to make. Setting up Outlook with our e-mail required the help of the tech at our internet server. All in all, this did not take too much time. We purchased this computer to use when we travel, but I am finding it very enjoyable right now, sitting at my kitchen table. For the price this was an excellent purchase for us."
5.0,Powerful Little Guy! You will LOVE this little laptop.,"I thought I was buying a real cheapo little computer. This thing is doing so well, I have moved my mobile business ops into it! Add a big (low profile) 3.1 USB drive to it and you have a little monster. Love how fast it powers up. I have a large custom built Acer, and this little guy blows the startup time in the dust! This little thing has been able to do everything I need or want it to, short of gaming (did not buy it for ANY games). REALLY glad I did my homework on this one."
1.0,Wireless card wont work,We ordered this laptop and it worked fine. After having it exactly 30 days we tried to contact something wirelessly and it wouldn’t connect. The wireless card is out or something. However we can not return it because it is the 16ths and the cut off was the 12th. But its like how do you know that’s out until you try and use it.! very disappointed.
5.0,"Not A Bad Little Puppy, This!",Look ....
5.0,"Great little laptop, windows S not an issue!","I'm writing this review from this very laptop I've had for all of 2 hours. First and foremost, I already have firefox downloaded and the S mode disabled. Took like 10 minutes. Went to mozilla, tried to download, then a popup asked me if I wanted to disable S mode for free. Select yes, let it do its thing and now I have regular windows 10. Peasy."
1.0,Bad,Slow computer...when connected to a internet connection this computer leads everything so slowly i feel like I'm using dial up internet. I should've spent more money for better quality tech.
1.0,Black Dots,Product came in a nicely packed box and everything was there. Unfortunately the moment I turned it on I was met with this horrid black dot at the bottom of the screen. No thank you. Will be returning and purchasing a different product. Do not buy this one!
1.0,Didn't last long.,"I only had the computer for a month and the screen turned blue, I couldn't get out of it. A few minutes later it died. I had only used it about 5 times. Luckily Amazon gave me a full refund."
1.0,Cap light blinks...laptop doesn't respond. Black screen.,It worked alright the first day or so and when I went to boot it up the following morning it didn't respond. There was just a blinking light coming from the caps lock. Wasn't expecting alot for $160 but I want it to turn on. Returned for a refund.
5.0,Perfect for travel,"I have a larger dell for music with 10xs the storage as this. I only needed this for work because my dell was too big to haul around. This works perfectly for what I need. It’s lightweight, connects to the internet no problem. I think it’s a good value for the money."
5.0,Perfect for what it is.,"I’ll make it simple, to view email, browse the web, streaming video, this is perfect."
1.0,Not what I expected.,"I like the size but that's all. First, it is programmed to accept only Internet Explorer for its search engine - I am used to Google Chrome and I prefer it. Second, immediately after using it and continuing up to this day, I am bombarded with scam error messages that sometimes tie up my computer. As I said, it is a scam that makes it appear that it has hijacked my computer. I never pay attention to any of it but it is extremely annoying. These two issues alone make my not like this version of the operating system."
5.0,fabulous,i have only had this laptop a couple of days so far i love it. it came in windows 10 s mode i did switch out of it. to do that just google it for instructions. first time start up was a breeze and a program called cortina walks you threw everything. its fast with my 5g wifi it dosn't skip and studder. i bought the new one when you purchase this laptop make sure you are buying the new on not the refubished ones it makes a world of diffrence. if something changes i will update.
5.0,Laptop,Exelente laptop muy buena calidad precio y marca
5.0,My 2nd laptop,"I use this as a second laptop if I need one that's smaller than my 15.6''. It's a nice little thing. Not very much RAM, so keep that in mind, but it's a good internet surfer and word processor. For it's purposes, it's great. Firefox does crash on it quite a bit and it doesn't have too much storage, but it's not meant to be your main laptop, just a travel one that's smaller than the main deal. Use it as such and you'll be fine."
5.0,Seems like a nice product - Battery holds up well.,I bought it to present digital artwork at out local art show.  It did a fine job.
4.0,"Overall, a good little laptop","I needed something inexpensive and quick enough to surf the web and create word documents until I can upgrade to something better later. This little computer is perfect for all that. It arrived in perfect condition, set up was simple, and it was up and running before I knew it. My only complaints about it are: 1) the back of the screen is not a flat surface. It's kind of ridged, which puts a damper on my plans of pasting stickers all over it; the stickers would just peel up. And 2) the track pad for the cursor sucks sometimes. I have to almost put a lot of force behind pressing it to get the cursor to select something. I'm going to be investing in a small wireless mouse soon, so I don't have to worry about it anymore."
1.0,Pick Wisely,Product was purchased for myself and i got this one bcus it came with a 1 year subscription for 360 personal Microsoft & & exactly 31 days my network adaptor was fried (you NEED this to connect to internet... So much for streaming )😖😩 When I sent it HP for repair as always they erase eveeything. When it was sent back Amazon blamed HP & HP blamed Amazon & no one wants to pay for my 1 year product key because when you purchase and open your computer the computer bypasses the code because its internal and you cant do a back up on a drive because the computer was inoperable once I followed prompts ordered by HP Tech Support which was to identify the problems with the laptop. Its cute. Black. Light weight.
1.0,Didn't work,"This is a lightweight computer and came the same day but the speaker was staticky the first day so I was already debating sending it back. Well I tried to log back on to delete my information that I already put in, it let me put in my user name and password, press enter and the it just went black. It never did anything else. I had to just put it in the box the way it was."
4.0,"A good value, but a better value if you put linux on it","As is, the hardware is a decent value for the price (good battery life and keyboard, decent build quality, acceptable screen and trackpad) but it's a shame that it is saddled with Windows 10 and mandatory updates that use up the limited storage."
4.0,"Very happy, and Windows S mode removes for free","I was mostly worried about windows S-mode preventing me from using software. No issue at all removing it for free and using windows home. It really is just a setting. All else works as expected, quick to boot. i suggest the CasBuy silicone keyboard cover, ASIN B01FLXT9DE. Fits perfect and keeps it clean even with those snacking kids using it."
5.0,Great travel mini-laptop.,"This small laptop is perfect for those traveling on vacation and doesn't want to carry their larger laptop.  While not really designed for heavy duty work it's light weight makes it perfect for traveling.  It comes with 12 months of Office which is nice but don't expect to save many files on the hard drive.  It is designed to be a ""cloud"" computer."
5.0,Good for the price.,I was expecting a larger screen but that’s my bad. The laptop works great. I’m in online school and it works great for that. The battery life is great. I don’t charge it every night and it’s still got a full battery. I do shut it down when not in use though. It’s extremely light and fits in my purse which is a plus. Great value for the money I spent.
5.0,Great value for the money,"It’s a nice little laptop for the money. I am very happy with it. It boots fast and streams well. First one came with screen defects, but amazon took care of it. Satisfied customer"
5.0,Great deal for price,This is pretty nice for the price. I did install reg windows 10. It is light enough and small enough to fit in my large purse for work as I travel from place to place.  So far it does what I need it to and love it comes with a year of office.  I liked mine so much my Mom purchased one.
3.0,Bought two. One Defective.,"I purchased two of these computers for work. One worked just fine and I have no complaints. The other had a screwy keyboard. Press Y and get a Z. Press Z, get a Y. And all the uppercase number characters were wrong. Checked to make sure the keyboard was set for United States English and everything was correct there. I was on hold with HP support for over an hour. Then the jerks picked up and hung up on me. Sending the one back for full replacement. Thank God I bought this from Amazon. No hassle and fast replacement."
5.0,Great Basic Laptop for School,"It's a great little computer. I use it for school. It's fast, new and was ready right out of the box. It's not a touch screen and it doesn't convert to a tablet. I haven't needed to add any external storage. So there's enough memory for my pix and papers. It's a basic laptop. It's just what I need."
2.0,Resolution is terrible,"The biggest con is the resolution, it’s the worst I’ve ever seen."
5.0,Great,"It’s not touch screen, but it’s a great lightweight laptop to take on the go or for whatever"
1.0,Slow,"Can’t even browse the internet, way too much lag."
5.0,Ease of use.,I liked the ease of setting it up and using the computer itself. I’m mainly using it for email and online searching or buying. Love this laptop.
5.0,Very easy to take computer out of win 10 s mode!,"I have both a Chromebook and a Kindle, wanted something between those, and this is perfect--- it let me turn my regular Windows 10 laptop  ( a little too large for my liking) over to my husband, whose laptop on the way out."
5.0,Really cool!,"Okay, I wasn’t a fan of the s-mode concept. But switching to regular Windows 10 Home was as easy as clicking a button. Nothing had to be installed."
2.0,Bad storage choice,The laptop itself works how it should. Although bad choice in storage capacity. One you have windows fully updated and other softwear that comes with it. There is no storage space left. You either need external storage or buy a different laptop.
5.0,Good to buy,"I don't know if mine is touch screen ... But it's a great little laptop and the cost of it couldn't have been better. There is like no memory to it so I had to buy 2T box to go with it, that was  like $60. Overall I feel like it was a good buy."
5.0,Best Tiny Cheap Laptop Available!,If you're going for the smallest/cheapest laptop....this one is probably the best.  We have one and love it!! Notice the processor is 2x as powerful as other laptops this size & price.  We are so glad we got this one!!!
5.0,Excelente Laptop,"El rendimiento del producto es Excelente, la batería dura muchísimo, es una laptop super ligera ideal para viajar  y 32gb que quizás sean pocos pero con una tarjeta SD extra puedes complementar el almacenamiento ¡Recomendada!"
5.0,Size small and lightweight,I love this laptop. I been buying laptops from Dell very expensive I'm enjoying it. I trying to buy another one but it's not available I guess I'm bless to buy it on time
5.0,Light and easy to carry,"Really cute ❤️ In love with the laptop, light and easy to carry to school, or wherever you want; bought this cause of the size really good quality, the memory is not a lot but in my case I use online things like one drive so not really a problem for me and with that said 5 out of 5 star!!"
5.0,Cost effective & Great Quality Laptop,"I needed something simple and cost effective to work on my resume,  job search,  network, and answer/send emails.  I am so pleased with this laptop and it isn’t too small,  perfect!"
5.0,👍,"I brought 2 but my LO doesnt like it to play games on. Either way it serves it's purpose for the functionality; compact, battery🔋awesome and screen is bright. Still it something to get use to when you have used touch screen forever😂"
5.0,Nice easy lightweight,Love this laptop. Use everyday travel computer
1.0,Bad Sound Card,"The sound when plugged in to a headphone or speaker is beyond ridiculous, dont know if it was defective but simply not acceptable for a 2018/19 product"
2.0,Black defect spot on screen,"It seems like a decent computer. I received it Friday and set it up on Saturday. I used it for a couple hours on Saturday and then haven’t used it since today. When I opened it up, there was this black defect on the screen (wasn’t there when I set it up on Saturday). I read in the reviews that some people have experienced this. Very disappointed."
1.0,it doesn't work as it should do,it doesn't work as it is described
1.0,No WiFi connections,Terrible can’t connect to WiFi
4.0,I consider myself a little computer savy and I cant access Microsoft Office.,I consider myself a little computer savy and I cant access Microsoft Office. It is asking for a product key I never received.
5.0,Great for what I need,"I bought this laptop to travel with for presentations, for light use with browsing the web, and creating documents.  It is slim and lightweight.  I am pleased with my purchase."
1.0,The screen is damaged,"I recently bought this computer for my younger sister and had it shipped to her in Japan, when she opened it she recognized that the screen is damaged, but the boxes are not damaged. I need to return it ASAP.. So I am using the call me option and it is not working. I need a replacement."
5.0,Great little laptop,"Super light weight. Easy to travel with. Long battery life. Easy navigation. Fast. Works great. Fantastic value, especially for price!"
5.0,Great little laptop,I'm very pleased with this laptop.  It's the perfect size for what I needed. I didn't want anything too big.  It's light to carry. The price was right too!
5.0,Okay I guess,Not a touch screen and screen is not all that there’s a glare and seems so kind of funny looking but overall for the price it’s what you pay for
5.0,Good basic computer,It has a smaller screen than I am used to but it was for my husband so it is just perfect. Easy to set up but we need a good case for him to put into when he is not using it. Otherwise it is a good solid computer. I like HP the best.
1.0,Stops working after a month of use.,Do NOT buy!!!!! I only used this computer three times a month and it had already stopped working. Nothing will load after the first page is opened in the browser. Can not even click on a link. Computer was keptin case when not in use.
5.0,Good value,"Works great, runs fast for the price."
5.0,Perfect!,I usually but my PC's at a local retailer but they were pretty expensive so I took a chance and purchased this one and I'm so glad I did! It's perfect for my business!
5.0,Nice laptop!,Superfast delivery! Less than 48 hours. It’s a laptop for a grandchild and she loves to watch movies on it. Easy set up. Would definitely purchase again.
1.0,Beware!,Turned on only once. Could never get it to turn on again. Very disappointed! Definitely would not recommend.
5.0,Not that hard to set up,A complete novice got it up and running although i really dont have a clue how to use everthing
4.0,Fair for the price.,No complaints here.  What you get here is a decent machine for the price.
5.0,Great for school work!,I bought this product to be able to do school work whether I am on break at work or sitting outside in the backyard watching my daughter play. It does exactly what I need it to do. I dont think it would be great for gaming or anything extensive but if you need a lightweight laptop to connect to wifi to do school work it works perfectly!
3.0,Being able to establish all the benefits included.,"When I first signed in, there was a mix up in the initial start up requesting an unknown address. I had to clear up the problem by calling HP support. Now I am unable to sign in to the network and Office 365. The instructions included are incomplete. If I cannot resolve the present problems of signing in I am ready to return the laptop."
4.0,Great for school,I love this little laptop. It is the perfect fit for school work. The battery life is pretty impressive. It can get sluggish with lots of programs running. Its lightweight and the start up is speedy. A good buy.
5.0,A real good buy!,"Excellent PC & what a value, includes Microsoft 365 & Macafee virus guard in the price."
5.0,Works great!,works awesome! I work from home and it is perfect for what I need!
4.0,Tiny cute computer,The Stream is a cute small portable computer. The office that comes with the computer last maybe a week. If you have larger hands DO NOT BUY! The keyboard will be hard to use
4.0,It can do what I needed it for and at a great price.,"So far it has been a great laptop. I as still learning how to with the Microsoft Windows 10 system, Office 365 and the HP setup. Thank goodness I have a Microsoft Store near. Now to find help to install a printer. I like the size, it’s easy to use and at a great price. The battery life is good."
2.0,It’s really small and light I don’t think it was a good buy,Smaller than expected
1.0,Just get a regular laptop,Not even worth a tablet to let kids watch youube
4.0,Well worth the price,"This inexpensive laptop is great for email, web surfing and small tasks.  I recommend it."
5.0,Love it,The size is great. Easy to use. Love it
5.0,Big Bang For The $,this little beast rocks!! great value!
4.0,Great for students.,"This computer is great! It's a bit slow, but it works great for students!"
5.0,Great little laptop!,There is nothing my son doesn’t like. It’s a great laptop!
5.0,Terrific for the price,"I use it to work while on the train mostly Word and some light browsing. Very convenient, pretty fast for my purposes, and the battery seems to last a long time. No complaints."
1.0,...,My computer isn’t turning on. I was checking an email and it turned off. I went to plug it in because I thought it was dead and nothing happened I googled what could be wrong with it & I found a possible way to troubleshoot it which didn’t work. I called HP & they said I need to contact you...
5.0,Be careful,Touch screen worked in the beginning. I think i would go in the settings to see if the switch was turned off by an outside source.
5.0,Great laptop,I love this laptop. First time owning a touchscreen. I wish it came with free office 365 though.
1.0,Not worth it!,I bought this unit on February 22nd. It is now April 8th and the screen does not work.
5.0,Great little laptop!,I bought this for my 8 year old son for his first computer. It's a great little laptop! No problem whatsoever! I totally recommend it.
5.0,Price was unbelievable.,Nice compact laptop. Easy to use.
3.0,malfunctions quickly,"Bought this as a Christmas gift. Only last until the Summer! Even though it was well taken care of, one day I turned it off and it wouldn't turn back on! The warranty ran out way to quickly for such a device. Trouble shooting suggest taking the battery out, but there is NO EASY way of doing that!!"
5.0,Outstanding,Excellent computer
5.0,Nice,Perfect gift
5.0,Buy it,My daughter  love it!
5.0,Great little lap top,"I needed a laptop to program drones, works great and works as well as my biger computor"
5.0,An Excellent buy!,"See my excellent, lengthy review I just added."
1.0,Que tiene que chequear los transportistas que se roban las cosas y dicen que se les pierde,Nunca me llego
3.0,Amazon Customer Service,The reason for 3 stars is the first laptop I received the screen went out in less than a month.  Amazon was awesom and replaced it. So far the replacement is fine.
5.0,good,good to go for now
5.0,Great service,Completely satisfied with service and purchase. Thank you.
5.0,"Inexpensive, lightweight and ideal for basic laptop","I bought this laptop to use for my nursing program and I am very happy. The battery life is longer than my other laptops I have had, it is quick, and although there isn’t a ton of space; I use a thumb drive to store my work"
5.0,This little computer works great!,Perfect small size fits in my bag so that I can keep up-to-date with my business while I’m traveling.
5.0,Buen,Genial me encanta súper buena
5.0,Great laptop,I like this laptop a lot would recommend it to someone like me who just surfs the web.
4.0,Works like a high priced laptop,Worth more then the price
4.0,Cheap and worth it,It’s a cute little computer and it does what I need it to. Kinda glitchy (and I have a dislike for windows) but overall worth it
1.0,Terrible,Windows wasn't installed when I received it. Time and money spent returning it.
1.0,You get what you pay for,Opened it up and the screen was broken. Guess you get what you pay for.
1.0,Liked it but unfortunately had to return,Unfortunately the screen on mine had some damage on it. Either through shipping or sitting too long. . I’ve set up to return it for a refund. The little bit I’ve spent with it I was Impressed. Good little pc for browsing and such.
5.0,Para lo que cuesta esta mas que bien.,"Si el problema es su capacidad, solo compra una micro sd, y asunto arreglado."
5.0,Great size,Perfect size and works perfect for surfing web
3.0,Seems to work not best quality,"Seems to work fine, however, it came with a black spot on the screen when I opened the screen which does not make me a happy customer. It does the work for now."
5.0,Great buy,My 5 year old loves this its perfect for her to do her school work on
5.0,Great price,Great little computer
5.0,The problem is i bud it by mistake,I only use YouTube Facebook
3.0,Not so good..,HDD capacity is so funny..
1.0,Do Not Purchase,Purchased this item for my son’s birthday item came with black circle on screen do not buy from seller after reading the reviews I’m not the first person to receive laptop with black circle on screen do not recommend
5.0,Work,Great for my every day work and shopping.
3.0,HP didn't look new!,"I like my ""new"" HP but upon opening it. It had already had clear finger prints on the top of it as if it was already used. But it seemed brand new but i dont know..That's my only complaint as of now!"
4.0,Entry level,"So far it appears to fit the bill as an entry level , yet capable laptop ."
1.0,Doesn’t work.,Computer worked for 5 minutes to set it up then I shut it down and it wouldn’t work again. Just shows a black screen and it won’t let me do anything on it.
4.0,it would not be a good laptop for college students,It was very light weight good price but it is not a heavy duty laptop
1.0,Black Smudge Screen,DO NOT BUY! After reading all the reviews I rolled the dice and just like many others this model has issues with the screen going black in spots. Had it 12 hrs and it’s headed back!
5.0,Amazing product,"The item came really quick and the laptop is amazing. I recommend this product, the price is very nice and the item works super good."
5.0,Affordable,Good for the price.
5.0,"Compact and light weight, with full size keyboard!","I like how fast I am connected to the internet. As soon as I turn on my HP Stream, I am connected and ready to start working!"
3.0,Really!!!!!!,Finally opened it and this is what the screen looks like.
5.0,Gnarly 😎👍,"Powered it up and it ran fast, it's super small which is what I wanted, came with a tarabyte of cloud storage I love it"
