ratings,rev_head,revs
4.0,Good Value!,"I purchased this laptop for myself and have been happy with it!  I feel it was a good value being reasonably priced and I use it for work and personal usage.  I have a lot of files stored on it and it still works well.  It has a lot of good options and came programmed with items that are useful to my work.  It is not super lightweight but those types are more costly. Overall, I am very pleased with this purchase!  It also arrived quickly!"
5.0,I do enjoy my new laptop,"I do enjoy my new laptop.  They've done wonders with Windows 10 as well.  I was used to a lighted keyboard and touch screen, but this laptop does everything I need at a very reasonable price.  And I purchased a tiny light with USB plug in to light my keys when in a dark area.  So all is well.  Packaged well, delivered timely as expected."
1.0,No Faith in Electronics Purchases on Amazon,"Prior to buying this, I bought two LG phones, and both were basically DOA (Different Seller). Bought this based on HP's reputation, but after using it for 2 weeks, it went into the Blue 'Recovery' screen, and is dead. Spent nearly 3 hours on phone with HP Tech Support, they couldn't make it work or even get Windows to reload. BOTH of the companies they gave me as 'Authorized Warranty Service Centers'  are NOT, including Best Buy.  I think they must sell a lot of factory defective merchandise on Amazon as 'new'. Not sure what to do next."
4.0,"Not what I ordered, but OK","I ordered an HP 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD...I received a Dell Inspiron 3000. I have no idea why, but it is essentially the same so I kept it."
1.0,Trashhhhh!!,The company misleads you. The computer is trash. It is terribly slow and the battery dies within 2 hours. I got a hold of the company to discuss the issues. They essentially told me it was my problem. Do not buy this computer or from Adam shop!!!
1.0,Garbage!!,"You get what you pay for. Bought it for paying bills and checking emails. By far the biggest piece of crap ive ever owned. Right out of the box... slow. Takes 10 minutes to do anything. Turn it on, sit and wait 10 MINUTES. Im assuming theres something wrong with it.... there is no way this needs this much time to boot up. JUNK!!!!"
5.0,Excellent product,"This laptop is very good and fast. No problems until now. However if you need Office this computer has not installed, but I do not need it because I will be working with guitar and sound programs, nothing fancy. But if you really need office and you cannot or want to pay for it, just down load openoffice or staroffice, both open source and very good programs."
5.0,So far so good,"I've had this laptop for 1 month, and so far for me it's a good buy. After deleting a bunch of the bloatware that was installed on this PC, and updating all of the drivers and the Windows OS it's a lot faster. It has some lag in loading programs but will be replacing the hard drive to an SSD soon. That will fix the problem."
1.0,Disappointed,I have not been having a great experience with this laptop since I got it. It moves very slow. I will update in the future
1.0,Slow/returning for refund,"I am returning this computer, once I loaded my pictures and documents and programs I need, it slowed down to less then a crawl.  Had to run the cleaner twice a day to just get it moving.  I use my computer for personal household work, pretty sad when it can not handle that."
1.0,Completely trash,"I regret wasting my money on this laptop, the laptop is really slow and freezes a lot don’t waste your money"
5.0,THE GOOD..,THE GOOD....So far so good. I'm pleased with it.
5.0,Great for school,Bought this laptop for my Husband. He wanted it for school so he could put a new operating system on it. It works much better with the new operating system instead of Windows. He loves it. He is studying to be a Computer programmer/Engineer.
1.0,So slow that it does not work.,"The computer is so slow that it cannot run Windows 10, the windows version it came with."
1.0,Junk - do not buy!,"This computer is a piece of junk. It is bogged down, loads pages super slow - if at all. Sometimes it takes more than 10 minutes to load the home screen. I hate it & wish I could return it."
1.0,Not HP’s finest,"I like the light weight aspect, otherwise this computer hasn’t performed anywhere near expectation. The worst Windows version, SO slow starting up, internet as slow as dial up. I prefer using my iPhone unless I have to use two devices, then I use the laptop. HP failed with this dog."
5.0,Five Stars,"Once again great product and great price from Amazon, love it."
1.0,Keyboard needs replacing in a few months,"Slow, but worst is that it broke in seven months of use.  HP promised to send a box in 24 hours (come and gone, no box) and then will replace keyboard in a week or so, ""5 or 6 days.""  I just wanted something reliable.  Do NOT purchase this one."
3.0,Battery is old,I am noticing it said 6.25 hours for battery life but this laptop may have been used already or refurbished because my battery does not stay on longer than 2 or 3 hours without the charger in. I dont know where to contact the seller or how to. I dont know if this is their issue to take care of or HP's.
1.0,Do NOT recommend!!,"Waste of time and money. Crashes constantly. Very slow. Updates constantly, even after most of the crap was off loaded. DO NOT buy this if you need it for school or work. I bought it as an extra back up for our other computers to watch Netfix, write emails, shop online, etc. Very minimal use. But it still has been a pain and not worth the savings."
1.0,Biggest waste or money and time,"If I could give negative stars I would. Biggest waste of money I have ever spent on anything. First bad review I've written for anything I've ever bought. It is BRAND NEW and it is terrible. Freezes every 2 minutes, won't even load the start button. Everything freezes. I absolutely hate this laptop and the fact that I have to pay for shipping to return it and not get my full money back really sets it off. Never again."
2.0,The laptop does what is supposed to but keeps re-starting ...,"The laptop does what is supposed to but keeps re-starting multiple times, I read the battery could be the problem but mine is always fully charged  so that is not the problem because Windows is not updating anymore. I wish I knew that problem on HP laptops otherwise I would never change from my Lenovo laptop. Always when I'm in the middle of doing something on the laptop it suddenly turn off and re starts for no reason. Unhappy customer."
2.0,Extremely SLOW for even basic web searches.,"Bought since I left my job so I'd have something to use at home.  THE WORSE computer on the planet.  Slow speed times, have to keep re-booting it and have tried all the ""tricks"" to speed it up.  Thought, based on the product description and other reviews, that it would be a good unit for the price.  Boy was I wrong.  Don't waste your money on this horrible, heavy, piece of crap!  Too bad HP because I usually like your products.  If I could return this thing and get something else, I would."
2.0,Price is right and performs well but one of corners ...,Price is right and performs well but one of corners of the laptop screen started to pry open without any reason after 6 months of use. I tried to reach out to seller but cannot locate the seller.
1.0,PC,Don't like Chrome
1.0,"it constantly just cuts off and the battety life sucks, this has been nothing but a problem from ...","OMG what a joke of a laptop, it constantly just cuts off and the battety life sucks, this has been nothing but a problem from day one. I was stupid to throw away the shipping box and now I can't  return it. Very disappointed with this"
1.0,Crashes dies very quickly and good for collecting dust,If you are wanting a laptop good for just Facebook Twitter and YouTube this laptop is great for you. But this laptop has to be the worst! one I have ever purchased. I sit down wanting to do office work while I am doing my work the the laptop crashes loads then starts up again everytime. This laptop cannot hold a charge for more than 45 minutes in my personal opinion it’s not even worth $50
4.0,For the price. Not bad,Haven't really dwellved into it yet but so far good.
1.0,Don’t do it.,"I bought it because it was a decent price for the amount of memory.  First of all...it’s slow.  Second of all...the sound just stopped working after 2 months (and my return window closed after 1 month).  I have done every kind of trouble shooting to get the sound working on this thing, but it was all to no avail.  I don’t know why I keep buying HP laptops."
5.0,what I needed for someone in Africa,"Its works perfectly for the price, I don't know how long it will last but for now it was great for the people I purchased it for the price. It is working as it should be"
1.0,Dead after 6 months of use. HP have the worst Service i ever see,"Bought this computer in April, in September it turns off and never work again. I call HP Service, at this time I was in Guatemala, so they told me they cant do anything because this model doesn't sell in that country, so I have to send to the US. I told them I will be in US in November, so I call HP service in the US in November and they say, sorry warranty is expired. Case Number 5020811620.  Never bought another HP product in my life !!!!!!!!."
4.0,Typical HP Product,"Too much useless software comes with, but once uninstalled, good unit. Processes fast and works well."
1.0,... all I could afford and I should have known better.,it was all I could afford and I should have known better.
1.0,Don't Buy.,"This is without a doubt the worst computer I have ever had. The cursor constantly freezes, it is slower than slow. It locks up, requiring a reset. I have 3 older laptops that I have retired but I have started using them again because either of them is much better than this HP."
4.0,"Nice Laptop, works great for those who just need ...","Nice Laptop, works great for those who just need a laptop for everyday use, the only downfall is it is not able to connect to 5G wifi connections on wireless routers. But overall, a good computer."
2.0,Hidden programs that take control of your computer,This computer has hidden programs that track everything you do and captures all of your information.  It takes control when you are trying to make a purchase and goes into your downloads and who know what is being done with the information.  I hate it.  Buyer beware.
1.0,Don't buy this piece of crap it keeps on freezing when you surfing the Web,"Don't buy this piece of crap it keeps on freezing when you surfing the Web,  Now it's frozen  It's a large paper weight"
4.0,Worth it,"Satisfied for my purposes of online classes. Battery life is less than I’d like, but for the price you can’t beat it."
3.0,"Mine didn’t work , so probly I’m not a good reviewer of this product",Didn’t work. Had to send it back. I almost never send stuff back. I may have just got a bad one. Didn’t give 1 star cause returning it was easy.
2.0,So this laptop worked fine but the start up was very slow each time ...,"So this laptop worked fine but the start up was very slow each time I turned it on. Also when I watched Netflix (which is one of the main reasons I wanted a laptop) the screen glitched out and was very laggy. I had to return it because the quality was so poor, I don't recommend unless the only thing you're looking for is browsing the web but even then it's super slow and the battery lasts about an hour."
5.0,Great space,Great computer for the price works great for my eight year old sons and his online school games
4.0,Not bad!,"For the most part, I like it.  I don't like the power button because it is hard to tell if it is on until the screen actually comes on.  And I don't like the way the screen flashes when it updates."
5.0,Great quality,This laptop has everything I need I am very pleased with my purchase.
5.0,Set up was easy. Was talked through the whole process which is ...,Set up was easy. Was talked through the whole process which is a wonderful addition to setting up a computer. Love my new laptop.
5.0,Five Stars,Works great. Have never purchased a computer online but did not have any problems. Everything was as it said.
1.0,Worst Hp product EVER!,"Worst laptop I've ever owned! Come on HP! How can you put out such poor products. Hp was my go to for computors, not any more!"
4.0,It’s nice for the price!,I don’t use my laptop that much. It’s nice for the price but I barely use it and it’s kinda slow. Still happy with it considering the price.
4.0,good computer for the money.,The battery doesn't hold a charge very long.  The laptop is a little slow.  It was easy to setup.  A lot of software that I will never use. Does anyone know how to avoid signing in every time I use the laptop?
5.0,"It's a great laptop, I got it a couple days ago ...","It's a great laptop, I got it a couple days ago and so far it's been working great. Not slow at all and can have a lot of apps o  it, besides it has great memory space."
5.0,Love this Laptop except for the power off button seems ...,Love this Laptop except for the power off button seems to me this in time will go bad. I think. Otherwise price wise for Forex trading I'm super satisfied.
2.0,Not happy...slow computer should of sent it back..shipping was good but box was dented upon arrival but no damage to the laptop.,Slow computer..should of sent it back..
5.0,The battery life is pretty decent as well,"A very functional laptop for basic needs. Reliable, and fast enough. The battery life is pretty decent as well."
5.0,Light weight and good for price,Its light but very slow from turning on for the first time.
5.0,"Good performance, Great looks, this budget laptop's got it all.","Good performance, Great looks, this budget laptop's got it all."
5.0,Price on it was great,Works excellent my first buy on lap top no issues
4.0,Great value for the $,"It works good. Kinda slow, but otherwise, the screen is bright and clear. Very comfortable to use."
3.0,A little slow.,Nice machine. Good screen and layout. Only caveat is that it's a bit slow.
5.0,Working fine for me as a general home PC,"Working fine for me as a general home PC, I don't really game just download n Netfix, Amazon. Some bloat but deleted it on arrival.had it for two weeks now no problems"
5.0,Nice size.,I bought this mainly to use for my plotter. It holds most of my eps files on it. Works great.
3.0,Good product,"It gets the job done. Programs seem to take a while to load. Overall, I’m satisfied."
5.0,I would recommend this product,I've had this laptop for 2 1/2 months. It's a great laptop. Easy to use.
3.0,Prepare to wait.,"After loading up and running through all of the updates, removing most all of the bloatware, this pc is not that impressive. The cooling fan runs constant and is kind of annoying. It seems like the proccessor never stops thinking. It's always at 39% use or above. HP has a ton of its own bloatware that runs and you cannot remove it from the startup sequence. Not nice HP. I guess if you had your own, clean copy of windows, this would be a nice laptop."
5.0,... DO ONLINE SCHOOLING SHE HAS HAD NO ISSUES WORKS GREAT,GOT THIS FOR MY DAUGHTER TO DO ONLINE SCHOOLING SHE HAS HAD NO ISSUES WORKS GREAT
5.0,This item is perfect for my needs,"This item is perfect for my needs. I'm using it now! It's the perfect size, has a DVD drive, the rams and hard drive size is just right for me needs."
5.0,Excellent up to date computer,Excellent buy
5.0,Back-up. Love it.,This is my spare computer. I use it in case my regular one has to be serviced.
5.0,Great product.,Great product. Does the job. Good price.
1.0,One Star,Worked fine for about a week. Now can't get it to log on
1.0,I like it but the one i got does not play DVDs,The one that was sent to me today does not play DVDs
1.0,Don't buy it,Slowest piece of junk I've ever owned
5.0,We should have bought two of them.,"Thus far, our only complaint is that it needs more RAM, and that we didn't buy two of them."
1.0,... got my laptop today and I'm pissed off and annoyed this computer is extra slow my cellphone loaded faster ...,I got my laptop today and I'm pissed off and annoyed this computer is extra slow my cellphone loaded faster this c
5.0,"... my second one of these chrome books and I love, love","This is my second one of these chrome books and I love, love, love them."
5.0,Five Stars,These are great laptops. We got them for our workers and they love them.
1.0,Doesn’t Work Appropriately for Basic Use,"This is THE WORST and slowest laptop I’ve ever used.  I have high speed internet and use it JUST for internet and it doesn’t work.  I’m very patient and not one to typically leave reviews, but I wouldn’t recommend for anyone to purchase."
3.0,Devolucion del producto,Necesito la dirección del proveedor para devolver el producto por fallas. Recibí un mensaje solicitando se devolución a HP USA pero no tengo la dirección.
4.0,Computer,Works well.
5.0,"Excellent price, good quality.",Excellent price for an HP. Very nice computer for a decent price.
5.0,Good price,Great gift
4.0,Very Good For a Cheap Gaming Laptop,"It's an excellent laptop for the price; definitely more than passable for gaming.  It can get a bit laggy when trying to open too many windows at once.  I use it for streaming and recording video games; so far I've only attempted emulators and indie games like Undertale, and I fear it might not perform so well for more demanding games."
1.0,Slow piece of trash,Garbage. Mcafee virus takes 10 hours to uninstall. To slow to do anything. Put it in the trash
5.0,Gift,Grandchild liked it
4.0,Four Stars,So far so good. Not as fast as I had hoped but nice for the money.
5.0,Great computer Great price!!,I broke my Toshiba satellite and replaced it with this Hp and I love it.
1.0,Thought it had touch screen not !!!,It’s been a nightmare from the jump .I would of thought it would at least out perform my cell phone really a bad but just runs like a dinosaur honestly .
5.0,Excellent laptop,"Love this laptop! A little big, but that is also a good thing: the easier to see :-)"
4.0,Four Stars,Does it job for the price
5.0,Quick Delivery,This laptop came quick and is very good for the cost. It also came with 1tb drive instead of the 500 GB witch was a pleasant surprise. If you need nice little laptop for work or light gaming this laptop is for you.
5.0,Well built,"The hardware is great. The delivery was on time, and their service is excellent."
5.0,Works great,Bought this for my GF for Xmas. She loves it.
5.0,Five Stars,Very good shipping and it's neeew
1.0,Slow Slow Slow,This is the slowest new computer I have ever owned. I removed all junk software before ever even logging on as recommended but this POS still takes forever to do anything. Click a button - prepare to wait a good minute or longer for a response. Expected a lot better from HP. Very disappointed.
1.0,A piece of crap .very slow.,Battery does not last no more than 1 hour. I brought it in May 2018.
5.0,Five Stars,excellent price quick shipment
5.0,Great value,Looks great. It’s working great. It was easy to get going. Great price.
5.0,Five Stars,Great price.
5.0,It's. Gr8,Gr8 price. Affordable. Sleek.Wonderful
5.0,Five Stars,Love my new laptop
5.0,Good price for moderate home usage.,"Wide screen, great for browsing and checking emails, watching light videos from links. My girl loves it."
5.0,Five Stars,Excellent Product.
2.0,Two Stars,It's slower than my Commodore with a CRT monitor.
5.0,desk top bit the dust,"I am so glad I made the switch to a laptop instead of a desktop computer...I love this computer, I have so much more freedom with this light weight laptop...and its from Hewlett Packard …."
5.0,Five Stars,it is a friendly laptop I like the icons for email and amazon
4.0,Four Stars,Excellent
2.0,Keeps shutting down automatically,"Hi, I do like this laptop but it keeps shutting off and I only have it for like 2 months... What should I do?"
2.0,Buyer Beware,"Terrible screen resolution, VERY SLOW out the box, power button seemed stuck in, got really hot fast! This laptop is not $280 it's worth $28!"
5.0,Five Stars,every thing works fine..
1.0,Please stop selling this item.,This computer is not good. I have pc tablets that work better than this. Please stop selling this item.
1.0,OS stops working,This computer crashes every time I try to stream a video on a website.
