ratings,rev_head,revs
5.0,Great computer for the money!,"I bought one for my son to do schoolwork on a few months ago. I was constantly borrowing it, so decided to buy my own plus three more for gifts. Everyone has absolutely loved theirs. The small size is easy to handle. Terrific battery life. No issues with freezing up. We dont use them for gaming, mostly school, research and email correspondence."
1.0,Don’t waste your money,Bought this for my daughters birthday about two weeks ago and it’s already not working. It started With the screen going in and out now the screen is just black and won’t turn on.
5.0,As expected,Very good
1.0,Just awful,Useless junk even for a cheap chomebook!
1.0,very disappointing,"Very disappointing should have returned it immediately.  Freezes without any apparent reason, wouldn't accept numbers in a password,  launch flashed continuously.  Samsung tech recommended power wash which was done problem returned after few days .  Too late to return to Amazon will try Samsung directly"
5.0,Great price,"I love my notebook. I use it to search the web, watch movies and study."
4.0,Nice Display,NIce little chromebook.
5.0,The size is wonderful and been beneficial to my son,"I got it for my son who is in high school, but took a college class this summer so which was all essay. Thought he would benefit from his own laptop some he is always trying to better himself."
1.0,Disappointed,Laptop wouldn't turn on despite being brand new and fully charged. Getting a replacement. Hopefully this one works.
1.0,Do not buy it’s junk,Poor quality very slow not worth the money buy any thing else
5.0,Good,Works fine.  But not for me passed it in to my 10yr nephew. Not a lot of options. I needed a laptop.
4.0,easy and convenient,"Great battery life. I am very happy with it. As a college student it does what i need it to do, it is also very light weight. I wish it was a tad larger though."
5.0,Nice laptop for the price,Got it for a good price and quickly.
5.0,Nice Chromebook,Nice Chromebook and the price was right.
5.0,great computer,"very great computer, light weight and easy to use"
5.0,Great for browsing,Hold charge well. Just wish it had better speaker volume.
5.0,Samsung Chrome 3,I have had it for a m0nth and so far I LOVE IT !
5.0,Better than social media on my phone,Love this simple computer no frills easy to use.
