ratings,rev_head,revs
4.0,Bad hard drive in one of the laptops,"Fortunately, I had an SSD to replace it with. But I would like a replacement for the bad hard drive. Otherwise the laptops are very well liked."
4.0,Fast and perfect for most basic functions,Overall great laptop for what I need. My only gripe is the fingerprint reader is not usable as it won’t recognize a fingerprint to setup.
5.0,Awesome,It has a lot of memory.  I love it.
5.0,Very nice,"Great product, came faster than expected. It's like brand new. Very happy with it..."
5.0,Value for money.,"This product is in superb Condition, no complaints."
5.0,Refurbished item and a great deal for the price.,Easy to upgrade the hard drive and ram
5.0,Like new,Like new. Best price
1.0,No genuine copy of windows 10,"Product is good but it did not come with a genuine copy of windows 10 so it's point less to buy. Beware of the ""certified refurbished"" ones."
1.0,Horrible,It was for my mom and she had a lot of troubles. I would not buy it again
1.0,Do not buy refurbish item,a piece of garbage it never work
2.0,Battery Life,"The battery which came along with this laptop have issues, It does not even stand for 30  mins after full charge."
5.0,5 HP Laptops,Items showed up on time and as promised.  All 5 machines functioned as designed.  Very good experience so far.
4.0,great deal,didn't have windows 10 loaded so it took me longer to set up
2.0,"Do not buy, multiple troubles",Sound issue
5.0,Very Efficient and Works Well,The computer works great! It also came seven days early which was really convenient!
5.0,Nice,Good
1.0,Doesn’t  turn on,"My computed just died, doesn’t want to run again, I’m trying to get some support or ask for a refund but it’s impossible."
5.0,Great product,Great product. Working fine with no problems. Will definitely recommend.
1.0,This laptop was not brandnew.,I did not know that this was a second-hand laptop.
5.0,Great value,The product was fantastic
5.0,Perfect,Okay
