ratings,rev_head,revs
5.0,Acer Refurbished Laptop (Impressed by its used quality)," Wow! This refurbished Acer/Chromebook is nice! There is no clue it isn't brand new from the factory! It has a simple layout set up for Chrome web browsing, once it's turned on it already has a full charge and welcomes you (the new owner) to easily navigate getting started with step by step instructions. Which is very important when it's a gift for someone not so tech savvy as my 60yr old mother. Moves thru each step quickly, no lag, and provides continued instruction even after set up. Speakers and volume level is loud enough in a quiet place but you may need head phones in a louder atmosphere. Durability may not survive dropping or slamming it around because Amazon originally sent one that somehow was damaged in delivery and had to contact me to send out another. It does come in a bubble case that is pretty darn impressive but clearly still took damage in shipping process soo judgement call would be too not slam it around... i would hope. Battery life is good for now, she charged it over a 4 hour period on Dec 27th two days after Christmas, and has said she hasn't charged it since, today is the 31st! Granted most of us would be streaming video & such which takes a lot of battery life. So you make that judgement call.  And she's played hours of spider solitaire laying in bed. She loves it so I'm happy."
5.0,Great computer for the money,I give this 5 stars.
5.0,"Overall, WOW! But slightly disappointed....","So I ordered this Acer Flagship CB3-532 15.6"" Chromebook that I am currently writing this review on. I placed the order on October 14 and it arrived on October 17, which is AMAZINGLY fast shipping that I did not pay extra for! I bought this laptop for $169, two days after i bought it the price dropped to $133, so pretty disappointed that I didn't even wait longer or no one offered me a discount or something......but anyways.......The laptop is sleek and pretty, no signs of being used. So far I've had no problems but let's be honest, I've only been on it for less than two hours. BUT when I first turned on my new computer it was running very slow (I'm blaming it on the fact that the battery was completely dead when i got it) and sat frozen on third set up screen for almost 30 minutes I was worried my laptop was no good...but it's been fine since then. This isn't my first Chromebook but my old one was smaller so this 15.6"" screen is way better, I just wish it was touch screen."
4.0,"Solid, Lightweight Computer and Great Value","It does its' job.  Connects fine to the Internet, gets my email, watches Twitch and YouTube, etc.  Works well with Google Docs as well.  If i have too many tabs open in my browser the laptop tends to get laggy.  Overall, though you can NOT beat the price.  My first laptop was $2,800 and it had a small gray and black LCD screen and it weight as much as a small elephant, so obviously I have seen a lot of laptop generations.  I never thought we would be at a price point where you could get a computer at this price point -- especially with a 15.6"" monitor and a battery that lasts hours.  The screen could be a little clearer (although I'm old) and I would love a lighted keyboard, but I recommend this computer -- especially at this price point.."
4.0,"As long as you're expecting what you get, you should be happy....","The Chromebook is basically a glorified tablet in the shape of a lappy.  I don't mean that in a bad way; that's just what the product is.  I wanted something for lite to medium duty, basic everyday online activity and my work as an online tutor.  I write a lot, so a lot of online research, and watch a lot of videos I've downloaded else where.  I figured this would be good for all that, and I think I was right.  You basically have functionality like a tablet:  Everything is done by, on or through the web, including storage.  You can't install programs, this thing has no hard drive.  You CAN download apps from the Google Play Store, and you will find most of what you want for free.  I was worried that I wouldn't be able to watch videos that I downloaded elsewhere on a USB drive, but it works fine.  Haven't tried music like that yet, or ebooks....the latter of which I doubt if there is any way to open unless they were purchased on this machine."
5.0,Great chromebook,"The laptop is EXTREMELY fast, much better than I anticipated.  I use it to do homework while watching TV, instead of using our desktop.  It's a chromebook, but I search the internet faster than prior gaming laptops I've owned.  The machine runs like a champ.  This was one of the best purchases I've made in the past couple of years.  You usually get what you pay for, but this is a bargain and a great machine."
4.0,Fills the bill at an excellent price,"My kids took over my other computers, so I decided to get one of my own.  I enjoy the convenience of having a personal computer where all my passwords are mine, etc.  This computer is sometimes a little slow, which was disappointing.  But I suppose that it what I get with a dual-core.  It doesn't have any other issues. I use it for email, social media, google docs and spreadsheets, calendar, YouTube, online shopping, and the like.  I don't use it for gaming or music, so I can't say how it would do for that.  It holds a charge very well!"
5.0,So good.. here's the good and the ... not so bad,"Got this for my mom, who surfs the internet, reads emails, watches videos."
5.0,easy to use,"My girlfriend loves it! Big screen, decent speakers on the sides, USB ports, easy to use, great price. Only con is the touchpad isn't the greatest, but with all the pros this Chromebook has, can't even complain that much."
5.0,I'm new to chromebook but it's good!,"This is my first chromebook and although I am still confused at how to get it to do some things that I've always done on Windows PC, I am impressed. This doesn't act like a refurbished item at all and is very fast. I like that it turns on automatically when I open it. The packaging was plain but very secure and my laptop came without a scatch! I saw some others say they hadn't gotten a charging cable but I think they just missed it. You have to dig all the way to the bottom of the box, where there is smaller piece of cardboard separating the charging cable from the rest of the packaging. I almost missed it myself and was worried I would have to return. Overall, I really like it even though I'm new to chromebook."
5.0,they are very happy with their Acer,"It was a gift,  they are very happy with their Acer... I though It was a regular laptop but it  was what they call a tablet??? as long as they are happy I am happy!"
5.0,the screen looks awesome and text size can be modified,"I was looking for something lightweight and fast. This is both of those. Going from a Windows OS to the Chrome OS was something I wasn't sure about. I've always used Windows, but I bought my 81 year old mom a Chromebook for Christmas, and she loves it. I figured if she can figure it out, I can too. Setup is simple and straightforward, just log into your Google account, if you have one. If not, you can create one.. I bought a flash drive for pics and files. I added my VPN, that setup was simple too. The price can't be beat, the screen looks awesome and text size can be modified. I'd definitely recommend this"
5.0,Incredible Product for the Price,"This was my first time making a computer purchase on Amazon. Wasnt a big deal since it was for my kids to do homework and with such a reasonable price i figured why not. I was soooo amazed once I opened the package. The computer was refurbished but it looked brand spaking new to me!  I the screen was nice and wide. I seriously wanted to give my children my laptop and keep this 1.This is definitely worth the buy! my daughter is headed to college an i will be making a purchase again to present as a graduation gift. Its not heavy or bulky, again its a great screen size and resolution, everything works as expected! Im really impressed and did i mention the price....very much worth it!"
5.0,My daughter loves it,My daughter recently change schools and at their old school they needed Apple but at her new school she's used Chromebook. To get a Chromebook at this price is so worth it she is so excited and has no problem navigating through different websites. I'm absolutely buying another one for my sons.  The seller was super nice and sent me an e-mail asking to rate the chrome book and if I have any problems email him which I thought it was very kind.
5.0,GREAT QUALITY AND FANTASTIC PRICE,"I am so pleasantly surprised to have found this computer. The quality is outstanding and it almost feels like a ""steal"" with how inexpensive it was."
5.0,Five Stars,Very satisfied with this. Up and working on it within minutes of opening the box.
5.0,Worth it!,"This is my first laptop/Chromebook. I am everything Google, so this works out perfectly! I use a desktop computer and my cell ph mostly, but needed something for downstairs which this works great. It came fully refurbished, clean. Their is 2 scratch marks barely noticeable on the casing, but other than that and for the price of under $150.00 I feel I got an awesome deal."
2.0,Does not work with most of my apps,I wanted to like this computer but I don't. Just about everything I try to download on to the computer including my printer setup it states that it is not compatible or does not support the google operating system. It does me no good if I cannot use it with my apps. It is great for browsing the internet or playing simple games once you figure out the google system. It just does not work for me. I guess I like the windows system better even windows 10 which I hate.
5.0,It set up easy and she seems to be really happy with it,"I bought this for my Partner to replace an older chromebook. She loves it.It set up easy and she seems to be really happy with it. I never thought about buying Refurbished, but now I'm sorry that I didn't do it before. I bought a new laptop at Best Buy and could have gotten a much better one that was refurbished for the price that I paid. Go REFURBISHED"
5.0,"Ah, almost like having a Mac","Finally, something easy to get around on!"
5.0,Good stuff,"Love it. It runs fast, I can watch YouTube/Netflix no problem, the sound is decent, the screen is really big and it's easy to use. No caps key, but I quickly trained myself to hold shift down for a capital letter when necessary, which is often because I use this primarily for my online college classes. Does everything. Had an issue accessing a few web pages at first due to ""privacy issues"" but the problem fixed itself. Haven't met a webpage I cant load.  Highly recommend."
5.0,old son love it. screen is so big and enough fast ...,"My 10 yrs. old son love it. screen is so big and enough fast to process. I think it is very good for school kids to do their homework, net surfing and watching Youtube. and I don't feel it's refub product. Great price."
5.0,My son wanted a large screen.,"Purchased for my son.  Others had more features, but my son wanted a large screen and he was initially very happy.  EXCEPT he says space bar does not work well. I wish he had let me buy him one with more RAM, more GB, SSDL --there were several available with a bit smaller screen. Had we gotten one of those, he would probably be happier.  He recently told me, ""A smaller screen would be ok.""  Unfortunately, as far as I know, it is too late for an exchange. I would be thrilled to purchase him a better one!"
2.0,"honestly not worth it, save up for a few more months for a cheap hp","pretty much only purchased this to transfer media files from a broken hp. some of the files work fine, others don’t - i can’t pinpoint the issue. Apps crash often. had to google on my phone how to reboot it when it froze after two days. (toggle refresh key- arrow circle key near left corner, and power key at same time). keyboard is weird, it’ll take time to adjust. it was cheap so 🤷🏻‍♀️"
5.0,amazing. chromebooks are simply perfect.,i had this for about 7 months and its still going strong. it hasn't broke down on me yet. i mainly use it to browse the web i don't make youtube videos or do heavy task ect.. so this is perfect for me. and if i want to play a game i go on my consoles and do that. i use to browse on my tablet alot but since i got this bad boy this killed my beloved tablet. if you want a buy a laptop without spending 500-1000 dollars(im looking at you apple!) go for a chromebook and its incredibly fast once you turned it on it only takes less then 3-2 minutes to turned on.
5.0,You will love this Chromebook,"Excellent price. I know it was refurbished but you wouldn't know it. The package came with a very heavy bubble wrap, which protected the computer. The set up was plug and ready. I love this Chromebook is the best. I have had Asus chrome books and  I feel that the Acer is the best. I love the large screen. I love it so much that I ordered another one for my husband. I would recommend this Acer to everyone. Easy to operate and fast. Also, don't forget that it has its own Antivirus build right in the computer."
5.0,Perfect for my two budding computer geeks.,"I purchased two of these for my girls. They were perfect for the use they'll receive. Educational apps, learning how to navigate a computer, and of course YouTube and Netflix. The price was very competitive, especially considering that I was looking to purchase two. The delivery was also much faster than anticipated. Thanks seller, the girls loved them!"
4.0,"Great for email, web surfing and word processing","This is my first Chromebook PC. I bought this refurbished so I didn't expect perfection, but it's just right for me until I upgrade to soemething else. It has been very reliable and easy to use. The speakers are at a nice loud volume and it works well with a handheld mouse and just as well! on the mouse on the touchpad. The price was great too!"
5.0,... a 6 year old Samsung Chromebook which I have loved until it finally quit,"I bought this to replace a 6 year old Samsung Chromebook which I have loved until it finally quit.  This Acer is much bigger with its 15.6"" screen.  Right out of the box, as usual the setup was almost instant, and I love the feel of the keyboard.  I saw a sticker saying to open from both ends to find cord, and it is hard to notice when you're excited to get the chromebook out of its packing.  Don't throw the cord away!  It was packed very well."
1.0,I feel very disappointed by the team,"the product is very used, and has many visible blows, which classifies it as class C. I feel very disappointed by the team, now I will have to spend a lot of money to place a case"
5.0,Simply Wonderful and Cheap,Our kid can't seem to hang on to/not spill juice on/not randomly ruin laptops.
4.0,The unit shipping quickly and arrived in good shape. It looks good on the refurbish (no ...,"This was purchased as a gift for my mother-in-law. The unit shipping quickly and arrived in good shape. It looks good on the refurbish  (no scratches or markings)  and seemed to work well for about the first month and then she started having problems with two of the keys on the keyboard sticking. It doesn't make it unusable, it's just frustrating to her, otherwise I would have given it five stars."
5.0,"Good product, reasonably priced.","When my Mac decided to fritz out, I was in the midst of school projects and I needed a fast quality laptop replacement.  This product is reasonably priced and it exceeds my expectations.  No complaints whatsoever."
4.0,Nice serviceable laptop,"My old machine was not updateable anymore, so crashed repeatedly.  This is a good replacement for someone who is not computer savvy and just needs the basics to access the internet, email, etc.  That's all I require of it.  The keyboard is smaller and takes some getting used to and I do miss the number pad , but otherwise has a nice touch to it.  A good size screen for the money too.  And could not beat the price!"
3.0,NO POWER SOURCE INCLUDED!!,"I have not used the computer yet, so this review is strictly based upon my disappointment upon receipt of product.  Although description clearly states that all relevant accessories are included, there is no power source cord included! I reached out to Amazon immediately and they offered a gift card for the cost to purchase one.  However, I feel I should warn others about this scenario as it appears I am mot the first customer to experience this problem.  After receiving the item, I read the questions asked area and see that others were just as frustrated as myself due to the lack of power source.  The computer is meant to be a gift for my nephew and was requested specifically by him via Amazon link.  My lesson learned... although a requested gift; READ EVERYTHING before purchase."
5.0,This thing is NICE !,This laptop is NICE !
1.0,"the only thing I liked about this ""laptop"" was its size","the only thing I liked about this ""laptop"" was its size."
5.0,Excellent laptop!,This machine looks and performs flawlessly!
5.0,Get it before they are gone.,"Extremely happy.  It is light weight, very fast and has a long life battery.  Well worth every penny and I was thinking about getting another because it is so portable. It does not have a dvd/cd player but for the price you can buy an external one."
5.0,Great Chromebook,"I got this after returning another chromebook that felt flimsy and was so slow. The great part is I only paid $30 more for this one that has a bigger screen, solid construction, and fast processing. Buy it."
5.0,A great computer for low maintenance users!,"I am agraid to get a chromebook because a lot of reviews claim they do not stream hulu or Netflix. I have found the computer does just that without any problems. I am getting use to the performance quirks, like no right clicking the traditional way and some other things. But a quick trip to google solved all my problems."
3.0,a-ok,"It has adequate performance for general web browsing. The screen is not that great (resolution is 720p, sensitive to angle). No prob w/ refurb."
4.0,Great sized screen for a solid little laptop,"This 15.6"" used Acer Chromebook works as well as the 14"" one I bought about four or five years ago. It's ideal for surfing the web, checking Gmail, and accessing basic docs and spreadsheets created in Google. While the battery, processor, and RAM size are all average (and that's not to say bad), the bright, clear screen is a real stand-out: I can easily watch movies or YT on here without missing the TV screen. Very pleased with this purchase."
3.0,nice but ...,"Received it yesterday, spent time to set developer mode and install Linux to run side-by-side with ChromeOS and Inexpensive . However, its ram and ssd are quite small and it will erase everything if its modes accidentally switched (-- thus it won't be a reliable software developing platform).  Plus, Google will send me security alerts to my android devices everytime i logged in to this Chromebook  -- kind of annoying, actually."
5.0,Exactly what i needed.,"I'm very happy with my purchase. The laptop came quickly and was well packaged. I was looking for straightforward laptop that wouldn't break the bank. Did some research on chromebooks and found they fit my needs (basic web surfing, simple documents). Went with this one because it hit all my marks. Setup was quick and easy, and the laptop has been everything I needed. Very happy with my purchase!"
5.0,This is a good deal!,I’m retired now and simply don’t need a power laptop with a ton of space anymore.  This also works great with my tiny 1 terabyte external drive.  The action is snappy and streams perfectly with Netflix and Prime videos on its large screen. Amazing deal at $160.  Arrived blemish free.
5.0,Really Nice Chromebook,"Bought as a replacement for a low end Acer Chromebook purchased years back. That cheap unit met the needs of my wife until the screen was accidentally cracked. She picked out this refurbished unit as a replacement. It came well packaged, and looks and operates as if brand new. It is a bit bigger than she wanted, but in all other regards it is perfect."
5.0,Cannot beat this deal!,"Cosmetically, this computer looks brand new and is so sleek! As far as functionality, even better. Connected to my printer in under 2 minutes and starts up and connects to sites quickly. Nice big screen and lightweight. Very happy with this purchase and for the price this is a great deal. Highly recommend."
2.0,Randomly shuts down,"It literally has been shutting down randomly 15 times a day since I got it. It boots up pretty fast and keep my windows the same, so I wouldnt have a probably if it only did a few times a day. But in less than 4 hours of on and off use it's shut down about 8 times."
4.0,Many non-Google Smartphone Android apps don't work well or don't work at all on this Chromebook,"Like the fast boot time, quick maintenance update time and value (lower cost).  Google's Chrome browser and Google brand Apps work great.  However, non-Google Android apps may or may not work great or may not work at all.  Recommended for people who only need good Google branded app performance.  Not recommended for people who need good non-Google app performance.  I'm not a ""power-user"" and sometimes wait patiently a few seconds for an app to refresh or respond to a mouse click.  Occasionally, perhaps monthly, the screen ""freezes"" and I must press and hold down the power button for many seconds to power off/on the device."
1.0,Chromebook malfunctioned right outside return window.Hardware issues Terrible experience.Will cost me mega$$$ to repair/replace,"I didn't have a problem with this machine until right after the 30 day return window expired. I have been having technical issues shortly after. I would get black lines running across my screen, the machine would freeze. I would have to do a reboot. I then received a message to reinstall the operating system. I was able to do that successfully. Once I did that, I did a powerwash just in case. My machine was once again functional...for about 3 hours. Since that time, this has happened a total of 5 times. I've even contacted technical support (ACER)...they were able to help me get up and running the second time, but it still keeps happening. This is the worst experience I have ever had with a product seller. I will not buy an ACER product ever again due to this experience and have bought Chromebooks from other manufacturers as gifts and they are still up and running for years."
5.0,Nursing Student Laptop on a Budget,"Super Happy with this purchase.  NY LPN to RN student looking for a decent laptop for the low low.  I LOVE IT. I take it everywhere I go. All apps open for me. Big enough screen, easy to navigate/maneuver.  Was nervous with this purchase, due to the previous reviews. But you know, you cant listen to what everyone is saying, you have to take chances. Would recommend."
5.0,"I love it, just having a hard time hooking it ...","I love it, just having a hard time hooking it up to my printer.  Can't understand what i'm supposed to do.  Very complicated."
5.0,Great for what I wanted,"Refurbished item functions like new, looks new.  Fast and reliable, but sometimes have to restart it if I've left it on sleep for too long (it refuses to stream videos, gives green screen).  Nice it comes with 100GB free google drive for 1 year.  Great for browsing internet and streaming.  Wanted a lightweight, cheap computer with a keyboard for messaging/emails and streaming anywhere in my house, and that's what I got.  Recommended to a friend for similar use and she likes it too."
5.0,so good! I bought the chromebook for a job that ...,"One week in with the new chromebook and so far, so good! I bought the chromebook for a job that required me to have my own laptop. I wanted something lightweight to carry around. But most importantly I was looking to spend a little money as possible. The value for this is great! The 15.6"" screen was a must for me since I will be doing so much work. The chromebook shipped fast and was packaged for maximum protection. This is a great investment!"
4.0,Laptop is great abd works well,Laptop is great abd works well....but didnt recieve a power cord with it.....do i have to get my own? May have missed that in the fine print
5.0,"Handy backup laptop, battery life is GREAT.","It's not a speed demon, but in general it's not annoyingly slow, and for basic browsing and my web based daily work, it keeps up well enough that I use it often. I have a much stronger work laptop that I use as a primary, but wanted a backup I could keep laying around the house, take on vacation, etc. This is more than enough for that. I can use pretty much any apps that I can install through the Google Play Store, including Zoom (video conferencing), etc. The resolution isn't crazy good, but it's good enough for me."
5.0,Wise purchase,I am glad that I purchased this laptop since it arrived in Mint condition and it works like a charm. I use laptops for my business and I thought to save some money while getting a Good deal. I did both with this purchase.
