ratings,rev_head,revs
4.0,Solid For Budget Buy,"Alright, so I rarely write reviews on my orders but this was a must.  I definitely should have looked more into the minimal details before purchasing this laptop but don't let that deter you.  From open to setup it ran pretty smoothly - including a restart after installing all of my used program and erasing all the pre-installed nonsense that comes with it.  My biggest issue is the lack of a back lit keyboard for this budget of a laptop it 100% could have had one installed as well as no indication on caps lock being on or off.  That is tremendously frustrating but I should have done better due diligence prior to purchase.  Did a fair amount of research prior to purchase and being someone who knows his way around a computer fairly well this was the best buy for the budget.  You can upgrade to additional M.2 / RAM / HDD which is a bonus (OH! you 100% want to get the SSD version Esp. if you're going to running adobe creative cloud and battle.net."
4.0,Not bad. Disappointing volume.,"This is the second Asus I've purchased. It's smaller than my first one, but still good. I don't know how much I like the keyboard being only slightly raised, but that's just me. It gets my passwords wrong a lot, and if you have nails, the sound of them on the plastic can be annoying. It's pretty fast, but I also don't have any storage used up on it just yet. What I'm really not liking so far is the volume. I thought my old laptop was quiet, but this one is even worse. It really does not have much for volume at all. I have speakers I can bluetooth to, but even just watching a movie trailer loud enough for a few people to hear was difficult. Forewarning. Otherwise, so far, everything else is just fine."
4.0,- Very good looking. - Super light - Excellent screen quality,Pros:
5.0,Worth it,"I used to have a Mac before this and, due to unforeseen circumstances, had died. So, ya boi is poor and couldn't afford a Mac so I got a this PC and I just gotta say that this was one of the better decisions I've made because the SSD is just refreshing (boots up so much faster), it runs all of the academic and gaming programs I have smoothly, and honestly the price is genuinely good for the product that I got. I highly recommend this computer (that one of my friends actually told me to get!) because it's treated me really well! ^-^"
4.0,"Laptop is well built, fast yet I initially received a damaged product","Overall, the laptop has a solid feel to it. The keys are easy to type on and the laptop itself is thin yet feels solid and well constructed. The hardware inside is more than enough for my Mother who uses it for Word, Excel, and viewing pictures from her SD cards. This is a well constructed and powerful laptop that is perfect for everyday use as well as some otherwise intensive task such as large spreadsheets or presentations."
4.0,Had this laptop for a month and I love it. I bought the one with a SSD ...,"Had this laptop for a month and I love it.  I bought the one with a SSD drive and it makes a world of difference.  My last Asus lasted me 5 good years so I decided to stick with them.  I waited for the price to drop so I could also buy 8 GB of ram.  I just use this laptop for basic stuff, so no gaming or video editing.  I highly suggest getting a SSD drive.  I'm never going back to HDD after this.  I just wished the SSD drive was bigger than 128 GB.  I only have 30 GB left from all the applications I've installed.  I'm also happy that got rid of the CD drive.  I haven't used a CD in ages.  This allows it to be smaller and it fits perfectly in my backpack.  Would definitely recommend."
5.0,Asus laptop give excellent experiences.,"Other than backlit keyboard, every other specs are very satisfactory with this price.. Screen is very crisp and CPU speed is very fast. Furthermore, the thickness of PC is also very ergonomic for typing.  I am using 3 asus laptop. Overall, Asus laptop give excellent experiences..^^"
5.0,Great Computer - Worst Speakers,"I bought this computer to help me through school as I pursue a degree in programming. The computery part has been great. It processes pretty quickly, I don't have any issues using multiple programs at once, and it doesn't freeze up on me. As a reminder though, it doesn't have a backlit keyboard, which I typically like to have but this was such a good deal that I didn't mind not having one. The speakers, however, are AWFUL. I would rather them not work at all than to deliver the paltry volume it can eek out. Unless I am in a completely quiet room and am close enough to touch it, this laptop's audio ability is moot (get it?). If you don't mind always using earbuds or a bluetooth speaker for any audio, than this is a good buy. Otherwise, keep looking!"
4.0,Happy so far,"Only had for a couple months or so but it has done everything I have asked of it. I don't have big demands, just basic computing, internet, light Photoshop and 3-d modeling with CAD and sketchup. Everything is working good and this laptop is quick compared to others I have had. Biggest complaints, there is no light that comes on when you hit caps lock so I am always using trial and error when typing passwords, and the keyboard keys feel kinda sloppy."
5.0,sadly.. 6 months later,"Drifted away from using laptops and desktops toward tablets for about 5 years. Then I needed a device that works with programs not apps, and I also needed to be able to handle lots of photos. After considerable searching and digging around I chose the Vivobook i5 F510U with both the SSD and 1TBHDD. Simply put, it has been a joy using it. It's so fast. It also charges much faster than my tablets did. And I'm enjoying not having to balance it on my lap to use it, rather sitting at a table.  I added blue stacks so that I could still access certain apps. It's all moving along really well."
4.0,"Good specs for the price, small but annoying lack of features","Firstly, for your money you will have a hard time finding a laptop with these specs and a 1920x1080 display. That being said there are some small features, or lack there of, which may disappoint you. No backlit keyboard, excluding the power button.. Honestly, why? How the hell are you not going to put a light under the caps, num, and scroll lock in 2018??? Also, I hope you dont need to press the 'alt' key often because youre probably going to get annoyed by how often you press the windows key instead, which you cannot lock or disable (easily at least)."
3.0,Not a good buy,Sounds like a good deal for a $620 laptop but battery doesn't perform as promised I am hardly getting 4 hrs. It doesn't has backlit keyboard:( typing in low light is such a pain. For an 15.6 inch laptop it appears fragile the keyboard itself feels like the keys will pop out. Overall will not recommend you can get far better laptops for the price range. Sad that I can't return this one.
4.0,"Great Computer, webcam... not so much.","I needed a newer computer, since I decided to continue my Bachelors after more than 10 years. My old Toshiba just wasn't up to the task. after quite a bit of research, I decided on the ASUS VivoBook with the SSD already inserted. I've watched videos of installation, but just didn't feel comfortable trying to do it and not mess up by brand new computer."
4.0,Light-weight and big screen,"Good buy! It would be nice if this model had the backlit keyboard. Without the SSD, maybe it's not so good (when i access the HHD too much it's kind of slowish, plus it gets a little warm where the right hand sits). It's vere light."
5.0,A powerful and beautiful laptop for home use and light office work,"Asus has created amazing laptop for this price point. The body is plastic, but isn't cheap-looking. Rather, I find laptop beautiful. Non-metal body reduces the weight of laptop making it so much easier to hold or carry around. The screen is nice and bright, no issues there. Pretty good for all media consumption."
5.0,LOVE IT,"It doesn't have a DVD/CD player. I didn't notice this when I bought it but that's okay. I thought it would bug me but not really. Probably helps I still have my old ASUS model that does have one, though. I think this is the perfect computer for school, etc. It is small and light which I love. It moves very quickly and loads up everything pretty fast. I really enjoy the display it is a very clear picture quality. So far I am very satisfied. I love ASUS products"
5.0,Good performance and speed!,"I bought this laptop to replace my 9 yr old MacBook (which I loved).  I was hesitant with my purchase at first, but quickly came to love the Vivobook.  It is user friendly.  Set up was a breeze.  I had no issues customizing it to my individual needs and preferences.  If you have any questions the laptop has an e-manual installed.  Other reviews mentioned not liking the power button location but I don't mind it at all.  I have never accidentally turned it off.  If you need an affordable, thin, portable, fast laptop then look no further.  This little machine really delivers!"
5.0,Perfect Family Laptop,"I poured over reviews of various manufacturer laptops and eventually settled on this Asus. Previously, I had an Asus and the only trouble I had with it was that the battery stopped charging. This particular model is perfect for my family. I love the fingerprint recognition, and the computer itself is very fast, including internet surfing, and is able to handle videos. It's also compact and very lightweight and transfers on the go easily. The battery life is good though not as good as other manufacturers.  Like other reviewers here, the sound quality could use a volume boost in the next model, but with some tweaking of the controls, it does get better. Still not great. Also, the keyboard isn't backlit, but it works for my family. We don't need that feature. Other reviewers are also correct about the power button being directly next to delete. No idea why they designed it this way. I haven't accidentally turned off the computer while going for delete, but I see how it's possible given the button location. In the short time we have had this laptop, it has been great for everyone in my family. The price was great and I especially like being able to pay for this in 4 month installments. I highly recommend this for anyone who needs a device for general everyday use."
1.0,GARBAGE,Received the laptop and was working fine but the screen turned completely black after 5 minutes and would not turn back to normal. COMPLETE EFFING GARBAGE.
3.0,I miss having a cd/dvd drive. Volume is very weak,"I wish I had noticed that there is no cd/dvd drive! That makes it harder to work with. I’ve been trying to get it to pull my photos and music off my iphone and even after various tries done wirelessly and with USB nothing works. I don’t think it’s the computer. I don’t like Windows 10 so far but I have only worked with it a little bit. Hopefully I’ll get better at it. Just the same, I’m sending my old ASUS in to get repaired. It runs on Windows 7 and I understand it. And it actually has chess! So far I can’t use this for listening to music. It badly needs outboard speakers or something. Very low volume. Maybe I will find a way to increase it. It is on100% on the screen."
5.0,Great so far!,"Great deal! Fast, no issues so far! The aesthetics are good too, very sleek, slim, and sexy!  The resolution isn't as good as I was hoping, but I guess I'd have to invest more to obtain that degree of perfection.  I am also comparing it to my gaming desktop...which was more than twice the price."
1.0,don't buy this! I regret!,I have been using this for just 3 months. I always had HP in the past (at least 4 different models and way cheaper of this Asus) and never had issues even after years of intense using.
5.0,Great laptop for the price (must get SSD combo),"Have had the laptop now for about a week and love it. Use it for browsing, listening to music, programming, and school work. The look and feel remind me a lot of my old 2011 Macbook Pro. If you're going to get this laptop, you absolutely must pay the extra cost for the SSD combo as that what makes this a really good deal."
5.0,Great Value & Quality for the Price!,"This is an excellent laptop for the price.  For the money, the speed and versatility of this computer is really great.  I added anti-virus software and purchased MS Office Home 365 to complete the package for my needs.  Very happy with the updated ASUS features.  It beats the Dell and HP laptops on price and the quality,  This is my second ASUS laptop and I highly recommend this product."
4.0,Good deal,Good laptop. It opens quickly. Amazon packaging was not good. Laptop wasn't stable inside the box hopefully working great. Don't use onedrive option it wastes %25 of your cpu power. If you open it just close it.
5.0,Good price for upgrading RAM,I bought this for my wife. We had been price shopping around for a laptop with 32g of ram. We decided on buying this laptop since its price point was nice and getting two 16g sticks for it.
4.0,Great laptop,"The Asus VivoBook is a very good laptop. Once setup was finished, which only took 15 minutes, it booted up in 6 seconds flat. The processing speed is blazing fast compared to my 6 year old Dell Inspiron."
1.0,Display died after one week,"Buyer beware, this laptop ""deal"" lasted one week of use.  I only installed MS Office and Quickbooks 2019.  I left the laptop open (where it went to sleep) only to return to a dead screen, never to return. Very disappointed since I was only using as a replacement laptop for a small consulting business.  After researching possible issues and solutions, this laptop is known for displays dying.  Hence, I am having to return to ASUS for repair.  I should have listened to my gut and not ordered from Amazon.  I always get burned buying discounted knock offs or expired goods from Amazon.  Shame on me."
2.0,Great buy for the price doesn’t work long.,"DONT BE FOOLED!!!!!! This laptop is NOT a touch screen! But it is a great laptop and perfect for my purpose. I use this for photo editing with Lightroom, photoshop, camera raw, and illustrator. The computer moves so fast on these programs while still letting me internet surf in the background. Battery life is great for this but my son plays the news sims on my computer and gaming KILLS the battery. I could edit photos for hours but when he plays his game the battery last maybe 2 hours max. HOWEVER! After about 3 months the laptop slowed down and the screen stopped working. Now I’m left without a laptop for work and school while I wait for it to be “repaired”"
5.0,Can someone fall in love with a Laptop?,"I am truly enjoying this laptop. The only drawback (a small one) is that it does not have a port for attaching a wire for internet connection. The wireless connection works just fine, but when I am at my desk, I would have liked to hook it up for a faster better experience online."
5.0,"Great laptop so far, it feels more lightweight than I expected, which I love!!","Nice, lightweight laptop. This new laptop was packed well and is in great condition. No scratches or anything sticking out of the laptop as some other reviews have mentioned. Initial setup was super easy. I will use this for internet surfing, watching videos, creating and updating documents via Microsoft Office and maybe some games. I will update this review as I start to use it or if I encounter any issues or errors."
5.0,may be the best value Windows laptop,"I've had this laptop for a little over a month and love it - no unpleasant surprises thus far.  Absolutely silent due to the SSD, plenty fast enough with the I5 chip and 8 Gb of RAM, monitor clear and bright, very good battery life, light in weight yet seems to be quite tough.  My only disappointment would be the keyboard, which is adequate but nothing special.  I expect little in sound quality in a laptop so am satisfied with the sound of this one.  Excellent value, highly recommended."
2.0,Way too slow for the money and the screen is nothing special at all,"Very disappointed in how slow it seems. I guess that it is ok. Keyboard and mouse pad seem fine, but overall it seems strangely SLOW. Plus the screen is bland."
4.0,Fast and great quality for the price,This is a fast and good quality laptop for ~600$
1.0,Beware....,"I have had this laptop for about a month. Yesterday the backlight went out. It was brand new out of the box, I've never dropped it. I've honestly ever used it a couple of times. Now I have to deal with warranty stuff and sending it back etc...."
5.0,but so far I love it. I needed a new computer because the ...,"So I just got this laptop this month, so it's still early on, but so far I love it. I needed a new computer because the screen on my old one was on the fritz, making me not exactly want to use it. It's amazing having a fully functioning laptop again. The setup on this is easy to do, they even walk you right through it. It's really quick (especially compared to my old one) and I'm loving the fingerprint scanner. I realized a few days into using it that it doesn't have a number pad like my old one, but I'm accommodating to get around that- it was mostly the minus key I'm missing so I can quickly add things like em dashes while I'm typing in Word. So far so good. I'm so happy I went with this laptop versus any others I had been looking at. I may be developing a brand loyalty here; my old laptop was Asus, too, and it lasted me quite some time."
5.0,Great for play or work,"I bought for work and with the addition of standard applications, it is a great traveling computer for a consultant.  The Solid State Drive really allow for a fast boot while the traditional spinning drive provides great storage for archival-type data.  Love it."
1.0,My Honest Review - Know Before You Buy!,***UPDATE*** Three weeks after I purchased this laptop it died. The power button turns on but the screen is black. I called Asus and they told me it was a hardware issue and to return the laptop. They didn’t seem surprised at all as if this happens all the time. I’m disappointed as I had high hopes for this laptop. I definitely don’t recommend.
5.0,Speedy with the SSD,"I read the recommendations to get this PC with the SSD for fast bootups/shutdowns.  I also added 8G of additional Crucial RAM to the 16G existing to bring it up to 24G out of a possible 32G.  (Note from Crucial:  put the larger stick in Slot 0).  For what I do, Lightroom photo editing, web surfing, this laptop's a winner.  The display is sharp.  It's very lightweight and will easily get stashed in my camera bag on those overseas trips."
4.0,Pretty good!,"I bought this to replace a bare-bones, cheap-as-dirt little 11 inch laptop, as the old machine was both extremely slow and extremely small. So far I have been very pleased with this purchase. I am not particularly demanding of it - basic web surfing and quite a bit of work in the Google suite of office products and Microsoft Office - but it is more than up to the task of multiple open tabs, documents and spreadsheets without any lag or sluggishness. It did not seem to be bogged down with a lot of bloatware either, which I appreciate. If you are looking for a decent laptop that can handle the demands of your average knowledge worker type job as well as leisure internet surfing, this would be a great option at a pretty good price."
5.0,Great sharp screen,"I absolutely love this one! The screen was most important to me, and it's simply the sharpest I could find in this price-range (it's IPS)."
1.0,Was decent until the screen went black 9 months in,"Save yourself the unnecessary stress and invest in a different laptop. The laptop was decent at first and was accomplishing what I needed it for. I bought the laptop for college, and it was a lot of money for a college student to invest in. Now, 9 months later, I am really regretting this purchase. I am in the thick of midterms and huge projects, and the screen decides to go black out of nowhere(this computer has not been dropped and has been kept inside of a case when not being used). Luckily, there is still 3 months left of the warranty on this laptop. However, I have to send it in to the service center. There is not any backup laptop provided in the meantime. This is my only laptop, so I rely on it to finish my schoolwork, projects and research. So, if you are like me and need a reliable laptop, look elsewhere."
5.0,Excellent Value,"Excellent Value. For the money this is one of the best deals out there. Great speed, lightweight, good battery life, and screen is crisp and bright. Glad I didn't drop three times the money for something that I wouldn't notice a ton of difference in."
1.0,Cheap keyboard,The M key popped off during initial setup.  Amazon is 2-day shipping me a replacement.  Will update again when the new one lands.
1.0,The Charging Doesn't WORK!,"I love it at first, but today my laptop wasn't not charging any more."
5.0,AMAZING!!!,"I love this so much, I bought it for school and it is definitely worth it, I don't know why it has a rating for touch screen on here for the review because it is not touch screen, however the finger print scanner is awesome and one of the reasons I bought this laptop. I just don't like that the keys do not have lights under them like my old macbook did for when I am in the dark."
4.0,Good but not amazing.,"I have just had this laptop for a few months so far. It is working well; good processing speed for downloading, internet, etc. It's lightweight. I have had the touch pad freeze up a few times already so that is a little worrying."
5.0,Great for work and personal use,"Purchased the Asus Vivobook for my significant other. Very lightweight and good for when you’re on the go a lot. My favorite things about this product are definitely the battery life and charger. The battery life boasts eight hours, and the charger itself has a curved port so there’s no way to ruin/kink the cable. The only downside to this product is that the speakers totally suck. You can barely hear anything on Youtube unless the volume is maximized and even then it’s still bad. Get headphones!"
5.0,The best budget laptop in the market,"This laptop is great overall. It's runs fast because of the latest intel core i5. I run premiere pro and it has never lagged or slowed down. Color looks accurate with the display but sometimes the screen looks like its dimmed. The only problem I have with this laptop is the audio. It's not that loud! I have to use headphones everytime there is some noise in the background. I wish they could've had better audio, and this would be a perfect editing machine. But the price is too good. With the specs and power this thing got, it's really a bargain. You can literally do the same things a $1,500 laptop can do with this laptop. It's a great deal."
5.0,Laptop,Me gusta mucho es rápida y me a servido para todo
4.0,CD/DVD player not included!,I needed an inexpensive laptop that would be mainly on battery power at a youth camp.  This laptop performed well and the battery life is excellent.  My bad; I didn't notice that a CD/DVD player was not included in this very thin laptop.  I bought a remote player for $25; now it's a complete product.
4.0,Pretty good computer.  Starts very fast but the sound and keyboard functionality isn't great.,Decent computer for the price.  Picture quality is good.  It runs quiet and cool.
5.0,Great laptop,Just received the laptop today and I have it in my vehicle. I'm always out on the road and bearly home so it's nice to set my phone as a hotspot and start studying. This is a upgrade from my laptop made in 2011.
5.0,Kick @#$ system,"This thing never runs out of power. Its light weight and supper easy and fast to use. The price is also a plus, just didn't want to spend 1,000.00 for an apple system. We have kids, college fees as well as RV living. Will order again. My only issue is: working on it at night. if the key board lite up would be awesome, but I have a chrome book for that."
4.0,Tech support was very responsive.  Responded within ‘24 hours.,"I loved this computer for the first three weeks that I owned it.  Then without any warning it just stopped working. The power light comes on, but the computer won’t start up.  I contacted ASUS tech support and they gave me instructions to do a hard reset, but that didn’t help at all.  I’m waiting until after the holidays to send it back.  They advised me to back up all of my data...too bad I can’t turn it on to back it up."
