ratings,rev_head,revs
1.0,"Junk, hadn't even used it yet and it locks up","Just got it today, haven't used it yet just going to and it freezes on lock screen. Asking me to update security pin that security settings were changed. I haven't changed a damn thing. didnt even use it yet."
4.0,Not tested well enough.,"Bought this for my daughter. I recently found out that she has an issue with it. If the Caps Lock button is pressed the keyboard stops working, even after a restart. Probably why it was traded in by the original owner. Unfortunately, I did not realize it was only a 90 day warranty."
4.0,Its a bit smalller that what I expected....,"The laptop is much smaller than I expected more like a 12"", the color I received was grey.  It has 3 outputs for flash drives but all are on the same side together. It's a cute slim fit laptop and it fits in your backpack very comfy that you wouldn't even know that it's there.  The laptop is short on memory but runs really fine, the touch pad is very sharp(responds quickly) and the volume is super. Although the laptop is smaller and shorter on memory other than that its a nice cute laptop."
1.0,Do not BUY!!,This product comes across has a laptop PC but this is more of a chrome book!  There is really no power except to surf and watch videos!  I was very disappointed with this purchase and will never buy  one again!! Really disappointing!
1.0,Motherboard died a week after getting it...,"This was not what was advertised. After receiving the laptop, the device worked slowly and required repeated rebooting and drive cleanings to function. After a week it suddenly wouldn't turn on. After verifying it wasn't a power cord issue, I had a computer technician inspect the laptop and he said it was a faulty motherboard and the computer basically wasn't worth fixing. Would not recommend."
1.0,Should have passed,"Very slow! I like how lightweight it is but even with the best internet is slow to the point of a crawl.l, (I have tested this in multiple places).  This is not a computer made for even games made in the late 90s or early 2000s. Out of space out the box without anything downloaded."
1.0,Are you kidding me,Piece of crap.  Not good for me and cannot imagine what I was thinking getting this.
1.0,Drive is too small to update Windows. Zero storage.,"I’m not a tech savvy guy. I would have thought a 32 GB hard drive would be sufficient to run Windows. Wrong. As other reviewers have noted, it’s not even enough space to install updates. This makes no sense to me, so I did a quick search. SSD vs HDD. . This laptop has an SSD rather than an HDD. An SSD requires much more memory to operate Windows than an HDD, but it is allegedly faster. In order to run Windows AND have some storage, the minimum size SSD recommended is 128GB. Obviously, I’m returning it."
3.0,Great for college student,Like the price and quality dislike the hard drive space having difficulty doing updates because of preloaded items
2.0,Lacks enough Hard Drive,Lap top does not even have enough room to down load the basic Microsoft update. Had to buy additional hard drive to get updates.
5.0,Good condition good price!,Nice computer for the money will bye a nother one for my self next payday!
4.0,Satisfied,Very cute laptop. Thought it was grey though and not black but still nice
5.0,Check your electronic devices imediently after receiving. Even if it is a gift.,A well liked gift.
5.0,GOOD,"HAD A PROBLEM LATER BECAUSE THE ANTI VIRUS PROGRAM BOUGHT WITH IT DID NOT FUNCTION, LOST ALL MY PROGRAMS EXCEL, WORD ETC.  BUT IT WAS VERY GOOD.  NOW I HAVE HALF A COMPUTER."
1.0,Dont buy breaks in week and wint return or help,Ordered for b day gift so it wasntvopened until March used it one week and now it wont wireless and all drives stopoed working. Says after 30 too late to return . Dont buy they only take your money.
5.0,Nice Laptop,A great deal - and a great price!
1.0,Don't buy!,Total piece of garbage. I don't understand the point in making a computer that runs so incredibly slow. Definitely returning this.
4.0,No regrets,"beautiful laptop, works well the only bad thing is that the hard disk has very little capacity 32 GB"
5.0,Great for the price...,This product was so good I might order another one for my daughter really fast and reliable. Great computer. ..
5.0,Good !,Good !
4.0,Good for the price,Love it because its super light and easy to use. A little slow when browsing with multiple pages open and storage fills up pretty quickly but other than that great buy.
2.0,It's Ok no memory 😔,It's good for the money with no memory but you get what you pay for
5.0,This is a great value!,"Laptop was in a ""setup"" mode, kind of like a reboot, when I pressed the power button after charging (although it was a full battery upon arrival). The setup and updates that were going after pressing the power button took about 6 minutes, and it has been a charm to work with since."
4.0,Great production for this price,"It works well, light and easy to carry around but does not have much storage"
5.0,Great computer!,Loved the desktop computer. Best bang for the buck! Great price that I bought 2. One for me ang one for a present.
3.0,Mixed feelings,"Cool, inexpensive, portable, lightweight, fast startup, good battery life, ideal laptop for traveling, but literally has no memory for a single update...Then again, it has a memory card slot I should try figuring out to expand its internal memory and solver the memory problem."
1.0,No es lo que esperaba,"El sistema operativo con tiene un buen desempeño para la capacidad del equipo, la tarjeta de vídeo se traba, no trae office y no viene con garantias  de fabrica ni la factura"
1.0,Don’t Buy,"Pros- This laptop is nice looking & has a nice layout. Easy to customize Cons - gets very hot & slow ,"
1.0,Not very good laptop,Hard to work hard to put programs on it runs slow
3.0,Pay a little more but works in a pinch,So slow to load every page. Sometimes glitches and I have to restart. But once it gets going it does what I need. Decent pc. Very clean. Looks new. Nice board and efficient.What you expect for the price.
5.0,College,Perfect for college
1.0,Not good,Not enough memory
5.0,Love it,Great product
5.0,Perfect,Daughter loves it
1.0,Total failure,Returned item.  Hard drive was so small it could not take an upgrade for Windows 10.
5.0,Good Laptop,So far this has been a great purchase. It has worked great.
5.0,It works great so far.,So far so good. It's a great computer I don't understand  why it got bad reviews.  It works great for my needs. Thanks Amazon
1.0,No me sirvió,"No pude trabajar con ella, pobre en todo los sentidos. No me sirvió, no me trabajó."
5.0,Excellent value and product,So far so good. Bought this for my college student son. He's happy with if.
1.0,DON'T BUY THIS PRODUCT,PLEASE DON'T BUY THIS PRODUCT.
1.0,Do not buy,"Was unable to access the internet, return and still charge me for shipping."
5.0,Laptop,Nice and works well!
1.0,Battery,"A week old and the battery won’t hold a charge, it’s definitely a lemon.. very unhappy"
3.0,Like others posted,"Like others posted, not enough memory for windows 10, I should have read up more carefully on the specifications.  I'll likely just use it to serf the nest and social media etc."
1.0,How can you guys help me in that way,"Well,the Laptop keep on Freezing"
3.0,Short on memory,"This laptop lacks the memory to do much of anything.  I had to use my thumb drives to offload enough memory so I could update Windows 10. Microsoft states they won't provide updates past April 30, 2018 for this version of Windows 10 and they suggest downloading the updates.  Well, not happening.  I deleted Chrome, all games, any apps not used daily and still not enough memory available.  Thinking strongly of sending this laptop back."
2.0,Purchase this thought it was great Specially because of the price but after being in ...,Purchase this thought it was great Specially because of the price but after being in use with in an hour suddenly the volume would go out. very disappointing ended up returning it
3.0,Price to high,Just barely above Chromebook
1.0,Don’t waste your money!!,It is a terrible computer. It disconnects and reconnects every 2 min. It’s super slow as well. I’m returning it. Don’t waste your money!!
5.0,Just the right travel size.,Works and looks great!
5.0,Five Stars,Great product
1.0,Value for price,We are not happy with this purchase and will return it
1.0,Not worth $1,Total garbage. Apps won’t open. Everything closes out. Moves RIDICULOUSLY slow. Can’t return because it was a gift and it was opened after return date. Doesn’t function even at a basic level.
1.0,Bad,Defult in the hardware cant install anything cant do any updates runs slow very slow freezes useless computer
1.0,Not enough storage space to even do updates,Terrible storage space
4.0,Good deal for the price,"OK so this unit is not the fastest under the sun, but what do you expect for $150? It does its job and costs close to nothing. Would recommend it to the budget-conscious user."
5.0,Easy to use,I bought this for my wife for work. She is loving this laptop a huge upgrade from what she was using.
4.0,Great laptop,"Personal home use, Very easy to load my games onto and hook up to my printer."
4.0,Solo para cosas simples. // Only for simple things,"Es buena para navegar en internet, ve videos, nada más."
1.0,DOA,"""Completly connected"" more like DOA."
5.0,Five Stars,my son loves his new laptop thanks
2.0,very slow,It goes very slow. :(
1.0,Do not buy from this company,Within 2 months the computer went to a blue screen and wouldn’t work now I’m stuck with it can’t find a number or someone to help the dealer don’t have a number and I do not even see a serial number on it anywhere
1.0,Only good for browsing,No disk drive.  Computer was fully loaded no space to save anything
5.0,Great item,Great condition
1.0,DO NOT BUY THIS COMPUTER,I received the computer after choosing 2 day shipping. I went to turn my refurbished computer on only to find out that the display is broken and the screen won’t come on. Do not recommend this computer at all.
1.0,One Star,Product stopped working properly after two weeks.
5.0,Good deal,Worth the money
1.0,Waste of money,"Cant save anything on the pc, cant update it."
5.0,New Laptop,"Good design , new laptop! I am sure it will be a great learning tool for my grandson. Thank you so much!"
3.0,I didn't like it. it came on but that's all,I didn't like it.it came on but that's all.it didn't Don't want a refund.just a laptop with aCD player.
4.0,you get what you pay for,so far so good it’s a little slow at times but not as bad as people make it seem. i hesitated getting it because of the reviews but honestly this is a steal. no regrets
4.0,Informacion,Muy buena computadora..rápida...bonita.....lo único malo es que el disco duro es muy pequeño.....
1.0,One Star,The computer stopped working little after the 30 day period. DO NOT BUY
5.0,Great,Bought this for my wife for school and it's perfect. Going for a second.
2.0,Not the best,Very very slow ... looks nice but barely no space I can barely use the internet back ... I’m still debating if I wanna send it back or not
1.0,Super slow,It runs super slow
4.0,Works Great,Good but needs more memory
1.0,DO NOT BUY!!!!,"worst laptop ever! No space, barely works and glitches whenever I turn on! I can turn it on and it immediately glitches to the point it can’t be used whatsoever."
1.0,Piece of junk,It only turned on once now you cant get in. Piece of junk. I'm embarrassed it was a birthday gift thanks a lot
3.0,No recomiendo,Súper lenta y la pantalla se agranda sola
5.0,Five Stars,Good
5.0,Five Stars,This laptop was for my grand daughter.She's loving it
1.0,This item was not new,"It won't let me update to windows 10, and it just froze on me yesterday and I haven't been able to use it sence, a waste of my hard urned money smdh"
1.0,Can i get a replacement,"One week after I purchase two of this laptop, one of them not turning on, am getting nth from it."
5.0,Laptop,Love my laptop
1.0,Make sure before buying that they include charger too,"It doesnt come with a charger,only laptop by itself"
5.0,Yes,I love it
5.0,good,thank you
1.0,Garbage,Do not buy
1.0,DISAPPOINTED,"It’s always freezing up, and if I last an hour watching a movie in their Netflix app it will automatically free then go black."
4.0,precio/calidad,peso y tamano
5.0,Good deal.,The laptop looks and functions like a new one!
5.0,A good deal for the money,"Very lightweight, works well no issues to say the least."
5.0,Even with windows it was fine I just prefer linux,Once I removed the windows OS and loaded Linux it works perfectly. Even with windows it was fine I just prefer linux.
5.0,It works really good,Greatttt 😁😁
5.0,Buena compra.,Uso personal.
5.0,Lags a little but...,Great! Lags a little but still works good.
5.0,Good service,I like it
1.0,One Star,I don't find any charger
1.0,DO NOT BUY,Had problems as soon as I got it. Its been two months and now it wont even work.
1.0,One Star,Un computador. Al cual se le i átala facebook u ya queda con el disco duro lleno.
1.0,DONT BYE THIS,you cant download anything on here this computer sucks
2.0,Two Stars,It is so slow. And so irritating because it’s connected to WiFi and won’t work wtf
4.0,Got what I expected,It works well for my daughter.
1.0,Do not buy. Does not have room for windows updates.,"Do not buy.  The computer itself is probably fine, but the 32 GB hard drive is so small that I am unable to download and install windows updates, even after deleting some of the stuff that was included.  I imagine it would make a fine Linux machine, but is absolutely unsafe to use as a Windows machine since there is no room for updates."
3.0,No,No battery included and doesn’t show percentage
3.0,Capacidad de la máquina,La máquina no está corriendo bien el programa está lenta
5.0,Pretty good,I’d buy again
1.0,i don't like this laptop,i regret that i choose this laptop.
